n_neighbors,n_components,min_cluster_size,min_samples,cluster_selection_epsilon,min_df,max_df,n_topics_before,n_topics_after,n_topics_force,outlier_ratio_before,outlier_ratio_after,topic_coverage_before,topic_coverage,topic_coverage_force,ratio_topic_0,ratio_topic_1,ratio_topic_0_force,ratio_topic_1_force,outlier_reduction_success,coherence_before,diversity_before,coherence_after,diversity_after,coherence_force,diversity_force,coherence,diversity,time_seconds
5,3,80,30,0.2,10,0.5,71,71,71,0.11512528224640795,0.07982201873569235,0.884874717753592,0.9201779812643076,1.0,0.8469384566102304,0.00844590635279043,0.8923674320850685,0.008766241376346774,True,0.49412403480711,0.8845070422535212,0.5130467546846422,0.8704225352112676,0.37333222261217547,0.8887323943661972,0.5130467546846422,0.8704225352112676,953.074002
