n_neighbors,n_components,min_cluster_size,min_samples,cluster_selection_epsilon,n_topics_before,n_topics_after,n_topics_force,outlier_ratio_before,outlier_ratio_after,topic_coverage_before,topic_coverage,topic_coverage_force,ratio_topic_0,ratio_topic_1,ratio_topic_0_force,ratio_topic_1_force,outlier_reduction_success,coherence_before,diversity_before,coherence_after,diversity_after,coherence_force,diversity_force,coherence,diversity,time_seconds,combined
10,20,140,10,0.2,12,12,12,0.24973240305959013,0.022607058308787335,0.7502675969404099,0.9773929416912127,1.0,0.9334132868717332,0.015223726668281364,0.9511918806791102,0.01597377940636451,True,0.6751185964821397,0.9916666666666667,0.5742390569379815,1.0,0.4964013697212622,1.0,0.5742390569379815,1.0,809.699671,0.7871195284689907
10,20,140,30,0.0,56,56,56,0.8978326601089139,0.5319202131399864,0.10216733989108609,0.4680797868600136,1.0,0.009477228867654758,0.006656718050487925,0.012391496277081982,0.011317201990764976,True,0.6825216224693645,0.9410714285714286,0.5793647208308579,0.8928571428571429,0.475386843795382,0.8589285714285714,0.5793647208308579,0.8928571428571429,904.335321,0.7361109318440004
10,20,140,30,0.2,25,25,25,0.6534326632341336,0.18392699486682657,0.3465673367658664,0.8160730051331734,1.0,0.5530623246947051,0.044104663609160016,0.6465923385238025,0.04901516512879812,True,0.6663018890718774,1.0,0.5292702001645605,0.96,0.4119752346319472,0.98,0.5292702001645605,0.96,843.951099,0.7446351000822802
10,20,140,55,0.0,51,51,51,0.8732176481158831,0.4736856497722496,0.12678235188411685,0.5263143502277504,1.0,0.03122485174738849,0.010367916494128493,0.03471337828441062,0.013395473119203694,True,0.699260511998584,0.9470588235294117,0.5602550744577177,0.8960784313725491,0.47542575476493676,0.8764705882352941,0.5602550744577177,0.8960784313725491,911.810426,0.7281667529151334
10,20,140,55,0.2,33,33,33,0.7277933604706581,0.3270269003289294,0.27220663952934193,0.6729730996710707,1.0,0.16023392269768968,0.2135618910704659,0.18547007211444555,0.2898680375963935,True,0.6504892445280998,0.9939393939393939,0.5001121016256302,0.9757575757575757,0.3956999705531838,0.9545454545454546,0.5001121016256302,0.9757575757575757,868.14304,0.7379348386916029
10,20,140,80,0.0,47,47,47,0.8765421006164495,0.3835269667398489,0.12345789938355041,0.6164730332601511,1.0,0.03456102382198748,0.012801681368221202,0.038010485112234454,0.015340922408606855,True,0.6893514174817339,0.9531914893617022,0.5578492496610912,0.9148936170212766,0.4562948894879371,0.9106382978723404,0.5578492496610912,0.9148936170212766,916.734831,0.7363714333411839
10,20,140,80,0.2,35,35,35,0.7459352610730442,0.30520505348032284,0.2540647389269558,0.6947949465196772,1.0,0.12160620668640763,0.06731723324296239,0.14005672273831754,0.08474033330468549,True,0.6636418889604379,0.9828571428571429,0.47305166994447695,0.96,0.41141281805257707,0.96,0.47305166994447695,0.96,884.959389,0.7165258349722384
10,20,140,105,0.0,45,45,45,0.8830073989577392,0.3502043112406341,0.11699260104226078,0.6497956887593659,1.0,0.03463915431553781,0.011106249658179091,0.03867459430741224,0.013231399082748006,True,0.6841567957729134,0.9555555555555556,0.5833051208620029,0.8977777777777778,0.43604019314404635,0.9133333333333333,0.5833051208620029,0.8977777777777778,924.610612,0.7405414493198903
10,20,140,105,0.2,36,36,36,0.7946222781289309,0.29037197927979314,0.20537772187106906,0.7096280207202069,1.0,0.08693970669812721,0.034795415302638466,0.10200717237930793,0.03867459430741224,True,0.6608621689013983,0.9777777777777777,0.5144894467924702,0.9444444444444444,0.45976577508185523,0.95,0.5144894467924702,0.9444444444444444,893.962644,0.7294669456184573
20,20,60,10,0.0,99,99,99,0.917291059527623,0.7064871748794838,0.08270894047237697,0.2935128251205163,1.0,0.00899672633232024,0.004113570485424756,0.013864256080505661,0.006242626434671188,True,0.6805119457228413,0.908080808080808,0.6806630655588413,0.7848484848484848,0.5386462296541634,0.7929292929292929,0.6806630655588413,0.7848484848484848,1141.377598,0.7327557752036631
20,20,60,10,0.2,19,19,19,0.37071747232227265,0.17326608902188434,0.6292825276777273,0.8267339109781157,1.0,0.7802657999390582,0.014637747966653906,0.9210217905946512,0.015137783125376003,True,0.62519874194405,0.9789473684210527,0.6193241672968143,0.9578947368421052,0.5792579265647715,0.9578947368421052,0.6193241672968143,0.9578947368421052,960.125598,0.7886094520694598
20,20,60,30,0.0,74,74,74,0.9042979584502036,0.6229539577001508,0.09570204154979647,0.3770460422998492,1.0,0.026525302560336275,0.006418420045159425,0.031197506074645873,0.011426584681735434,True,0.7201507828582492,0.9337837837837838,0.6899926294549636,0.831081081081081,0.555070246022162,0.827027027027027,0.6899926294549636,0.831081081081081,1081.75115,0.7605368552680223
20,20,60,30,0.2,32,32,32,0.6238290192279144,0.24404450312912626,0.37617098077208555,0.7559554968708737,1.0,0.5061762155151535,0.10110867170347915,0.585689618801322,0.13727527716792587,True,0.706619871024995,0.99375,0.6145955564429779,0.9375,0.5259692120685119,0.9375,0.6145955564429779,0.9375,969.373987,0.776047778221489
20,20,60,55,0.0,62,62,62,0.9086693595643444,0.6215515153409225,0.09133064043565563,0.3784484846590776,1.0,0.02728707487245197,0.029841942011547686,0.03416255830488081,0.05447648662796603,True,0.7235060237344488,0.9387096774193548,0.6916059000097048,0.8612903225806452,0.562945047758726,0.8580645161290322,0.6916059000097048,0.8612903225806452,1083.381934,0.776448111295175
20,20,60,55,0.2,35,35,35,0.7154213968169637,0.4124196232547601,0.2845786031830363,0.5875803767452399,1.0,0.17430913111078122,0.23033650803572125,0.20740520817870006,0.3475674070833105,True,0.707185589298526,0.9942857142857143,0.6402162262163517,0.9542857142857143,0.4967237750241328,0.9485714285714286,0.6402162262163517,0.9542857142857143,995.096749,0.797250970251033
