n_neighbors,n_components,min_cluster_size,min_samples,cluster_selection_epsilon,n_topics,n_topics_after,outlier_ratio,coherence,diversity,time_seconds
10,20,100,40,0.0,60,60,0.8992194763694322,0.2710979401589726,0.9183333333333333,4313.657975
10,20,100,40,0.2,35,35,0.7067020337367471,0.1556276717105832,0.9742857142857143,3508.814489
10,20,100,70,0.0,52,52,0.8897031822550023,0.33988780376181915,0.9326923076923077,4304.72144
10,20,100,70,0.2,41,41,0.7956575071684728,0.37427805565031047,0.973170731707317,3882.289911
10,20,100,100,0.0,48,48,0.8989343000679735,0.3095334867331474,0.94375,4353.034773
10,20,100,100,0.2,40,40,0.8336289270339321,0.23610186205524192,0.9575,4066.815404
10,20,120,40,0.0,52,52,0.8757998609277214,0.2668228470611203,0.9211538461538461,4225.581117
10,20,120,40,0.2,30,30,0.703463524779086,0.4436795375068354,0.98,3472.567825
10,20,120,70,0.0,46,46,0.8819838894922299,0.24981032407642062,0.9456521739130435,4272.929899
10,20,120,70,0.2,37,37,0.7973177801564173,0.32422668055941745,0.9783783783783784,3882.790499
10,20,120,100,0.0,44,44,0.900610199154628,0.2817658265105752,0.9431818181818182,4360.682276
10,20,120,100,0.2,38,38,0.8344844559383081,0.22858812565883402,0.9710526315789474,4067.683856
10,20,140,40,0.0,47,47,0.8763428678578963,0.1649011626557905,0.9553191489361702,4223.118814
10,20,140,40,0.2,28,28,0.7044909407692729,0.4788402703857373,0.9928571428571429,3471.901574
10,20,140,70,0.0,42,42,0.8839566844543757,0.32468773219350877,0.9595238095238096,4273.794162
10,20,140,70,0.2,35,35,0.7982865982764413,0.23094175321313265,0.9857142857142858,3890.505977
10,20,140,100,0.0,39,39,0.895707510684345,0.3654778373858429,0.958974358974359,4337.656507
10,20,140,100,0.2,33,33,0.8295817674680251,0.2774101321319012,0.9757575757575757,4038.84039
10,20,160,40,0.0,40,40,0.8747490057894696,0.323501639768073,0.9525,4214.083979
10,20,160,40,0.2,25,25,0.7062527833988327,0.2792596459166749,0.996,3476.418574
10,20,160,70,0.0,39,39,0.8781320561601987,0.3560539636429367,0.9692307692307692,4241.209072
10,20,160,70,0.2,33,33,0.7994155839082435,0.38468170826432674,0.9848484848484849,3896.760621
10,20,160,100,0.0,35,35,0.8902579087592096,0.1233762489211095,0.9514285714285714,4315.915228
10,20,160,100,0.2,30,30,0.8312693861287122,0.1666463590374407,0.98,4043.607385
20,20,100,40,0.0,46,46,0.9049269089232836,0.36569721187654053,0.9478260869565217,4401.973283
20,20,100,40,0.2,26,26,0.7248986256846185,0.2719574369496004,0.9884615384615385,3607.522396
20,20,100,70,0.0,40,40,0.8904141697463103,0.3508415058154188,0.95,4349.224192
20,20,100,70,0.2,28,28,0.8073067637568266,0.33093513137078656,0.975,4299.415139
20,20,100,100,0.0,35,35,0.904657358720535,0.3359736281032789,0.9485714285714286,4430.654364
20,20,100,100,0.2,28,28,0.8305154268659515,0.5472143582534138,0.9821428571428571,4089.721682
20,20,120,40,0.0,43,43,0.9061769968200889,0.45585165017886964,0.9348837209302325,4403.003192
20,20,120,40,0.2,24,24,0.7257385284902844,0.3737904227870035,0.9916666666666667,3605.028752
