period,topic,in_topic_chart,in_topic_non_chart,not_in_topic_chart,not_in_topic_non_chart,n_in_topic,n_total,observed_chart_rate,expected_chart_rate,rate_difference,chi2,p_value,phi,direction,p_adjusted,significant
1995-1999,34,2,34,1423.0,14726.0,36,16185,0.05555555555555555,0.08804448563484708,-0.03248893007929153,,0.7669814309766756,0.003099234457497394,underrepresented,1.0,False
1995-1999,35,43,679,1382.0,14081.0,722,16185,0.05955678670360111,0.08804448563484708,-0.028487698931245975,,0.004683590882938032,0.021195969001365656,underrepresented,0.04974296523947979,True
1995-1999,36,1,9,1424.0,14751.0,10,16185,0.1,0.08804448563484708,0.011955514365152922,,0.602241093786164,0.0,overrepresented,1.0,False
1995-1999,37,7,83,1418.0,14677.0,90,16185,0.07777777777777778,0.08804448563484708,-0.010266707857069304,,0.8534229986433479,0.0012432687032542993,underrepresented,1.0,False
1995-1999,38,5,45,1420.0,14715.0,50,16185,0.1,0.08804448563484708,0.011955514365152922,,0.8002532164660207,0.0003841701531464246,overrepresented,1.0,False
1995-1999,39,6,94,1419.0,14666.0,100,16185,0.06,0.08804448563484708,-0.028044485634847086,,0.47586476399433825,0.006412370080751095,underrepresented,0.9548658105795663,False
1995-1999,40,35,284,1390.0,14476.0,319,16185,0.109717868338558,0.08804448563484708,0.021673382703710914,,0.16281934427643668,0.010061183145663703,overrepresented,0.5613622168336847,False
1995-1999,41,1,26,1424.0,14734.0,27,16185,0.037037037037037035,0.08804448563484708,-0.05100744859781005,,0.5093757967895607,0.004686898866610678,underrepresented,0.9899305877647989,False
1995-1999,42,4,49,1421.0,14711.0,53,16185,0.07547169811320754,0.08804448563484708,-0.012572787521639539,,1.0,0.0006349259238880462,underrepresented,1.0,False
1995-1999,43,3,102,1422.0,14658.0,105,16185,0.02857142857142857,0.08804448563484708,-0.059473057063418516,,0.024298272752066565,0.015602334406282593,underrepresented,0.165085323697864,False
1995-1999,44,0,0,,,0,16185,0.0,0.08804448563484708,0.0,,1.0,0.0,neutral,1.0,False
1995-1999,45,11,124,1414.0,14636.0,135,16185,0.08148148148148149,0.08804448563484708,-0.006563004153365595,,1.0,0.0009254463593273562,underrepresented,1.0,False
1995-1999,46,50,253,1375.0,14507.0,303,16185,0.16501650165016502,0.08804448563484708,0.07697201601531793,,1.3307185553204278e-05,0.036715698534214025,overrepresented,0.00036164233679884567,True
1995-1999,47,0,0,,,0,16185,0.0,0.08804448563484708,0.0,,1.0,0.0,neutral,1.0,False
1995-1999,48,5,118,1420.0,14642.0,123,16185,0.04065040650406504,0.08804448563484708,-0.047394079130782044,,0.07622770269110601,0.013381163875502675,underrepresented,0.3614213081244897,False
1995-1999,49,3,80,1422.0,14680.0,83,16185,0.03614457831325301,0.08804448563484708,-0.05189990732159407,,0.11736611010941425,0.01162371577843375,underrepresented,0.46584400311471097,False
1995-1999,50,24,283,1401.0,14477.0,307,16185,0.0781758957654723,0.08804448563484708,-0.009868589869374778,,0.611286747438673,0.004043492670708752,underrepresented,1.0,False
1995-1999,51,14,92,1411.0,14668.0,106,16185,0.1320754716981132,0.08804448563484708,0.04403098606326612,,0.11918075164707662,0.011265041491300337,overrepresented,0.46860857243361187,False
1995-1999,52,0,7,,,7,16185,0.0,0.08804448563484708,-0.08804448563484708,,1.0,0.0,neutral,1.0,False
1995-1999,53,28,283,1397.0,14477.0,311,16185,0.09003215434083602,0.08804448563484708,0.001987668705988932,,0.8403440053932495,0.00018768408629154517,overrepresented,1.0,False
1995-1999,54,0,4,,,4,16185,0.0,0.08804448563484708,-0.08804448563484708,,1.0,0.0,neutral,1.0,False
1995-1999,55,0,22,1425.0,14738.0,22,16185,0.0,0.08804448563484708,-0.08804448563484708,,0.2541599100645303,0.008504329759815021,underrepresented,0.7346766388006445,False
1995-1999,56,0,34,1425.0,14726.0,34,16185,0.0,0.08804448563484708,-0.08804448563484708,,0.06973783047844659,0.011875023491589655,underrepresented,0.3508414974333366,False
1995-1999,57,32,341,1393.0,14419.0,373,16185,0.08579088471849866,0.08804448563484708,-0.002253600916348422,,1.0,0.0004949372863305464,underrepresented,1.0,False
1995-1999,58,8,61,1417.0,14699.0,69,16185,0.11594202898550725,0.08804448563484708,0.027897543350660164,,0.3920751332125334,0.004768728506488816,overrepresented,0.8661787650198977,False
1995-1999,59,5,151,1420.0,14609.0,156,16185,0.03205128205128205,0.08804448563484708,-0.055993203583565035,,0.009835084235906892,0.018378370637731307,underrepresented,0.08414460957387009,False
1995-1999,60,5,74,1420.0,14686.0,79,16185,0.06329113924050633,0.08804448563484708,-0.02475334639434075,,0.5524188480617076,0.004553771092484007,underrepresented,1.0,False
1995-1999,61,0,0,,,0,16185,0.0,0.08804448563484708,0.0,,1.0,0.0,neutral,1.0,False
1995-1999,62,2,14,1423.0,14746.0,16,16185,0.125,0.08804448563484708,0.03695551436515292,,0.646363201634665,0.0006333959859805677,overrepresented,1.0,False
1995-1999,63,8,137,1417.0,14623.0,145,16185,0.05517241379310345,0.08804448563484708,-0.032872071841743636,,0.18546615574846564,0.009872851677394127,underrepresented,0.5971105502145723,False
1995-1999,64,1,35,1424.0,14725.0,36,16185,0.027777777777777776,0.08804448563484708,-0.06026670785706931,,0.3685862781288251,0.0077277105538845065,underrepresented,0.8560663916274084,False
1995-1999,65,0,0,,,0,16185,0.0,0.08804448563484708,0.0,,1.0,0.0,neutral,1.0,False
2000-2004,0,129,1938,1714.0,14694.0,2067,18475,0.062409288824383166,0.09975642760487145,-0.03734713878048829,,2.443278137001371e-10,0.04394679703598568,underrepresented,1.3688521069091396e-08,True
2000-2004,1,172,512,1671.0,16120.0,684,18475,0.25146198830409355,0.09975642760487145,0.1517055606992221,,1.7505582163732853e-31,0.09878277080402856,overrepresented,5.391719306429718e-29,True
2000-2004,2,21,160,1822.0,16472.0,181,18475,0.11602209944751381,0.09975642760487145,0.016265671842642354,,0.45388355366453237,0.0044820067584631544,overrepresented,0.9258022154216952,False
2000-2004,3,6,212,1837.0,16420.0,218,18475,0.027522935779816515,0.09975642760487145,-0.07223349182505494,,5.798668018973224e-05,0.02550281810093707,underrepresented,0.0013068217681783557,True
2000-2004,4,48,292,1795.0,16340.0,340,18475,0.1411764705882353,0.09975642760487145,0.04142004298336384,,0.013380740455245916,0.018253286735689683,overrepresented,0.10495534624492803,False
2000-2004,5,48,333,1795.0,16299.0,381,18475,0.12598425196850394,0.09975642760487145,0.026227824363632482,,0.09991054669355509,0.012064633710014901,overrepresented,0.42154038878924616,False
2000-2004,6,9,119,1834.0,16513.0,128,18475,0.0703125,0.09975642760487145,-0.029443927604871453,,0.30269526000415165,0.007117924803596166,underrepresented,0.7856472478759442,False
2000-2004,7,97,790,1746.0,15842.0,887,18475,0.10935738444193913,0.09975642760487145,0.009600956837067673,,0.32887735867260426,0.006772357111185106,overrepresented,0.8149519033306001,False
2000-2004,8,4,70,1839.0,16562.0,74,18475,0.05405405405405406,0.09975642760487145,-0.045702373550817396,,0.24292734571044716,0.008241443294274486,underrepresented,0.724573139798531,False
2000-2004,9,63,878,1780.0,15754.0,941,18475,0.0669500531349628,0.09975642760487145,-0.03280637446990865,,0.00034414651728755863,0.024949993516973842,underrepresented,0.005888729295809337,True
2000-2004,10,10,142,1833.0,16490.0,152,18475,0.06578947368421052,0.09975642760487145,-0.03396695392066093,,0.1756652727180689,0.009323795284078897,underrepresented,0.5758778125868921,False
2000-2004,11,16,128,1827.0,16504.0,144,18475,0.1111111111111111,0.09975642760487145,0.011354683506239652,,0.6742813570817455,0.0023313074683950093,overrepresented,1.0,False
2000-2004,12,19,107,1824.0,16525.0,126,18475,0.15079365079365079,0.09975642760487145,0.05103722318877933,,0.07105666211059959,0.013015573264933676,overrepresented,0.35283542642363347,False
2000-2004,13,36,540,1807.0,16092.0,576,18475,0.0625,0.09975642760487145,-0.03725642760487145,,0.0018150688203430118,0.021782565340568157,underrepresented,0.023293383194401985,True
2000-2004,14,10,89,1833.0,16543.0,99,18475,0.10101010101010101,0.09975642760487145,0.001253673405229555,,0.867520424970865,0.0,overrepresented,1.0,False
2000-2004,15,53,322,1790.0,16310.0,375,18475,0.14133333333333334,0.09975642760487145,0.041576905728461885,,0.008867224334887229,0.019329579817078193,overrepresented,0.07936741900182359,False
2000-2004,16,15,191,1828.0,16441.0,206,18475,0.07281553398058252,0.09975642760487145,-0.026940893624288934,,0.24104835965090265,0.00868629936262087,underrepresented,0.723145078952708,False
2000-2004,17,9,192,1834.0,16440.0,201,18475,0.04477611940298507,0.09975642760487145,-0.05498030820188638,,0.006180548322461133,0.018370883877329706,underrepresented,0.06013912409574275,False
2000-2004,18,225,1923,1618.0,14709.0,2148,18475,0.10474860335195531,0.09975642760487145,0.004992175747083855,,0.42120215224880975,0.005760574367313526,overrepresented,0.8825187951879823,False
2000-2004,19,90,570,1753.0,16062.0,660,18475,0.13636363636363635,0.09975642760487145,0.0366072087587649,,0.0022724040859943787,0.023025724803613354,overrepresented,0.02837434291160549,True
2000-2004,20,37,316,1806.0,16316.0,353,18475,0.1048158640226629,0.09975642760487145,0.005059436417791441,,0.7199872010209272,0.001696655605788143,overrepresented,1.0,False
2000-2004,21,0,61,1843.0,16571.0,61,18475,0.0,0.09975642760487145,-0.09975642760487145,,0.0039246522486138784,0.01758509748665395,underrepresented,0.042167193926967717,True
2000-2004,22,47,497,1796.0,16135.0,544,18475,0.08639705882352941,0.09975642760487145,-0.013359368781342043,,0.30996629932781616,0.007230625750856707,underrepresented,0.8000247502203971,False
2000-2004,23,2,41,1841.0,16591.0,43,18475,0.046511627906976744,0.09975642760487145,-0.05324479969789471,,0.31517392751201756,0.0067076005117191004,underrepresented,0.8067055651554134,False
2000-2004,24,44,410,1799.0,16222.0,454,18475,0.09691629955947137,0.09975642760487145,-0.002840128045400084,,0.9367486102502731,0.0009209568219930932,underrepresented,1.0,False
2000-2004,25,32,253,1811.0,16379.0,285,18475,0.11228070175438597,0.09975642760487145,0.012524274149514514,,0.484887536431194,0.004498490587858532,overrepresented,0.9589892491849777,False
2000-2004,26,51,405,1792.0,16227.0,456,18475,0.1118421052631579,0.09975642760487145,0.012085677658286442,,0.3837720883050849,0.005833539745591554,overrepresented,0.8653965960891365,False
2000-2004,27,7,96,1836.0,16536.0,103,18475,0.06796116504854369,0.09975642760487145,-0.031795262556327766,,0.32590714503247725,0.0067313462779125905,underrepresented,0.8116932668733396,False
2000-2004,28,6,61,1837.0,16571.0,67,18475,0.08955223880597014,0.09975642760487145,-0.01020418879890131,,1.0,0.0005519150585241346,underrepresented,1.0,False
2000-2004,29,7,107,1836.0,16525.0,114,18475,0.06140350877192982,0.09975642760487145,-0.03835291883294163,,0.20896052205079862,0.00893121211117689,underrepresented,0.6545068555082642,False
2000-2004,30,10,130,1833.0,16502.0,140,18475,0.07142857142857142,0.09975642760487145,-0.02832785617630003,,0.3212060062106238,0.00721873463885955,underrepresented,0.8087039502414615,False
2000-2004,31,54,513,1789.0,16119.0,567,18475,0.09523809523809523,0.09975642760487145,-0.00451833236677622,,0.7759182173399282,0.002159239911017622,underrepresented,1.0,False
2000-2004,32,19,142,1824.0,16490.0,161,18475,0.11801242236024845,0.09975642760487145,0.018255994755376995,,0.4273455783757679,0.004740182996869796,overrepresented,0.8921052990191746,False
2000-2004,33,5,62,1838.0,16570.0,67,18475,0.07462686567164178,0.09975642760487145,-0.02512956193322967,,0.6816150161297451,0.0035566684712936545,underrepresented,1.0,False
2000-2004,34,2,35,1841.0,16597.0,37,18475,0.05405405405405406,0.09975642760487145,-0.045702373550817396,,0.5791915322410874,0.004811706120214629,underrepresented,1.0,False
2000-2004,35,64,687,1779.0,15945.0,751,18475,0.085219707057257,0.09975642760487145,-0.014536720547614457,,0.19153166281373002,0.00952784277442135,underrepresented,0.6081623932642148,False
2000-2004,36,1,20,1842.0,16612.0,21,18475,0.047619047619047616,0.09975642760487145,-0.05213737998582384,,0.7160921248910728,0.0031888026283346427,underrepresented,1.0,False
2000-2004,37,6,110,1837.0,16522.0,116,18475,0.05172413793103448,0.09975642760487145,-0.04803228967383697,,0.08748719533222202,0.011597209351073015,underrepresented,0.39221824798782,False
2000-2004,38,7,49,1836.0,16583.0,56,18475,0.125,0.09975642760487145,0.025243572395128547,,0.5008501063391919,0.003001909772937939,overrepresented,0.9800358865834271,False
2000-2004,39,8,114,1835.0,16518.0,122,18475,0.06557377049180328,0.09975642760487145,-0.03418265711306817,,0.286063044472373,0.008184945349439894,underrepresented,0.763937147666106,False
2000-2004,40,49,310,1794.0,16322.0,359,18475,0.13649025069637882,0.09975642760487145,0.03673382309150737,,0.025628896237084753,0.016601420410253982,overrepresented,0.1728547454238417,False
2000-2004,41,0,38,1843.0,16594.0,38,18475,0.0,0.09975642760487145,-0.09975642760487145,,0.029186988446159787,0.01311918167171145,underrepresented,0.19263412374465458,False
2000-2004,42,5,52,1838.0,16580.0,57,18475,0.08771929824561403,0.09975642760487145,-0.012037129359257423,,1.0,0.0006061435117262119,underrepresented,1.0,False
2000-2004,43,14,117,1829.0,16515.0,131,18475,0.10687022900763359,0.09975642760487145,0.007113801402762132,,0.7692759562916291,0.0009297326970719307,overrepresented,1.0,False
2000-2004,44,0,0,,,0,18475,0.0,0.09975642760487145,0.0,,1.0,0.0,neutral,1.0,False
2000-2004,45,9,107,1834.0,16525.0,116,18475,0.07758620689655173,0.09975642760487145,-0.022170220708319727,,0.5337247755977621,0.004737317159641574,underrepresented,1.0,False
2000-2004,46,67,340,1776.0,16292.0,407,18475,0.16461916461916462,0.09975642760487145,0.06486273701429317,,3.6987881107296936e-05,0.03187003480688776,overrepresented,0.0008993895300826939,True
2000-2004,47,1,31,1842.0,16601.0,32,18475,0.03125,0.09975642760487145,-0.06850642760487145,,0.3671411927844832,0.0073504159908405675,underrepresented,0.8560663916274084,False
2000-2004,48,7,117,1836.0,16515.0,124,18475,0.056451612903225805,0.09975642760487145,-0.04330481470164565,,0.1307551095513421,0.010772579082293107,underrepresented,0.4931335560222045,False
2000-2004,49,5,50,1838.0,16582.0,55,18475,0.09090909090909091,0.09975642760487145,-0.008847336695780542,,1.0,0.0,underrepresented,1.0,False
2000-2004,50,30,338,1813.0,16294.0,368,18475,0.08152173913043478,0.09975642760487145,-0.01823468847443667,,0.2908876085656905,0.008028224930791483,underrepresented,0.7723567537778678,False
2000-2004,51,12,101,1831.0,16531.0,113,18475,0.10619469026548672,0.09975642760487145,0.006438262660615271,,0.7535310299062631,0.0005270804799333026,overrepresented,1.0,False
2000-2004,52,0,2,,,2,18475,0.0,0.09975642760487145,-0.09975642760487145,,1.0,0.0,neutral,1.0,False
2000-2004,53,38,413,1805.0,16219.0,451,18475,0.08425720620842572,0.09975642760487145,-0.015499221396445731,,0.3008097040772125,0.007596094138905562,underrepresented,0.7844366082146363,False
2000-2004,54,3,40,1840.0,16592.0,43,18475,0.06976744186046512,0.09975642760487145,-0.029988985744406338,,0.7969422364992563,0.0029593459118367484,underrepresented,1.0,False
2000-2004,55,3,28,1840.0,16604.0,31,18475,0.0967741935483871,0.09975642760487145,-0.002982234056484359,,1.0,0.0,underrepresented,1.0,False
2000-2004,56,0,33,1843.0,16599.0,33,18475,0.0,0.09975642760487145,-0.09975642760487145,,0.0721708826775614,0.011942577899571606,underrepresented,0.35283542642363347,False
2000-2004,57,58,373,1785.0,16259.0,431,18475,0.1345707656612529,0.09975642760487145,0.03481433805638144,,0.018113097046293124,0.017356478809286716,overrepresented,0.13178347772263657,False
2000-2004,58,4,63,1839.0,16569.0,67,18475,0.05970149253731343,0.09975642760487145,-0.04005493506755802,,0.41033755320623555,0.006561421884063175,underrepresented,0.8731503735212615,False
2000-2004,59,23,158,1820.0,16474.0,181,18475,0.1270718232044199,0.09975642760487145,0.027315395599548445,,0.21258567429057096,0.008149640100106036,overrepresented,0.663612037312458,False
2000-2004,60,11,80,1832.0,16552.0,91,18475,0.12087912087912088,0.09975642760487145,0.021122693274249427,,0.48179723105174843,0.003669094121223413,overrepresented,0.9589892491849777,False
2000-2004,61,1,0,,,1,18475,1.0,0.09975642760487145,0.9002435723951285,,1.0,0.0,neutral,1.0,False
2000-2004,62,1,26,1842.0,16606.0,27,18475,0.037037037037037035,0.09975642760487145,-0.06271939056783442,,0.514129622762393,0.005642708509813843,underrepresented,0.9938405260093122,False
2000-2004,63,9,152,1834.0,16480.0,161,18475,0.055900621118012424,0.09975642760487145,-0.04385580648685903,,0.06394547307675882,0.012749724309425075,underrepresented,0.3319416692299166,False
2000-2004,64,1,40,1842.0,16592.0,41,18475,0.024390243902439025,0.09975642760487145,-0.07536618370243242,,0.12124274468180199,0.00994145278972447,underrepresented,0.4730731509331327,False
2000-2004,65,3,6,,,9,18475,0.3333333333333333,0.09975642760487145,0.23357690572846185,,1.0,0.0,neutral,1.0,False
2005-2009,0,139,2205,1456.0,16487.0,2344,20287,0.05930034129692833,0.0786217774929758,-0.019321436196047474,,0.00014580379844508296,0.025660136488074328,underrepresented,0.002806723120067847,True
2005-2009,1,116,572,1479.0,18120.0,688,20287,0.1686046511627907,0.0786217774929758,0.08998287366981489,,2.8410089348682273e-15,0.06213337035868375,overrepresented,2.625092255818242e-13,True
2005-2009,2,18,227,1577.0,18465.0,245,20287,0.07346938775510205,0.0786217774929758,-0.005152389737873755,,0.9047435790882441,0.001278209863030157,underrepresented,1.0,False
2005-2009,3,14,229,1581.0,18463.0,243,20287,0.05761316872427984,0.0786217774929758,-0.021008608768695966,,0.27897285575770014,0.00775269270105547,underrepresented,0.7534107450154527,False
2005-2009,4,42,329,1553.0,18363.0,371,20287,0.11320754716981132,0.0786217774929758,0.03458576967683552,,0.018845563573282556,0.016855093771549368,overrepresented,0.13586896945427437,False
2005-2009,5,30,492,1565.0,18200.0,522,20287,0.05747126436781609,0.0786217774929758,-0.02115051312515971,,0.06986454061443066,0.012192420899646129,underrepresented,0.3508414974333366,False
2005-2009,6,13,147,1582.0,18545.0,160,20287,0.08125,0.0786217774929758,0.0026282225070242,,0.8823939214303771,0.0,overrepresented,1.0,False
2005-2009,7,71,701,1524.0,17991.0,772,20287,0.09196891191709844,0.0786217774929758,0.013347134424122636,,0.17218068319285829,0.009384679218428393,overrepresented,0.5722839973748239,False
2005-2009,8,2,74,1593.0,18618.0,76,20287,0.02631578947368421,0.0786217774929758,-0.052305988019291594,,0.12912063740666974,0.010418269562429175,underrepresented,0.4889650367367329,False
2005-2009,9,76,1052,1519.0,17640.0,1128,20287,0.0673758865248227,0.0786217774929758,-0.011245890968153108,,0.15488344633702553,0.009738838720475608,underrepresented,0.5441532487278007,False
2005-2009,10,2,130,1593.0,18562.0,132,20287,0.015151515151515152,0.0786217774929758,-0.06347026234146065,,0.002964590208111781,0.01794532479305003,underrepresented,0.034674447497408674,True
2005-2009,11,17,143,1578.0,18549.0,160,20287,0.10625,0.0786217774929758,0.027628222507024194,,0.18462152745432295,0.00811714438489142,overrepresented,0.5964695502370434,False
2005-2009,12,9,92,1586.0,18600.0,101,20287,0.0891089108910891,0.0786217774929758,0.010487133398113302,,0.7088948743019405,0.0014550948654305357,overrepresented,1.0,False
2005-2009,13,27,690,1568.0,18002.0,717,20287,0.03765690376569038,0.0786217774929758,-0.040964873727285425,,7.5657915218850974e-06,0.0286370769728138,underrepresented,0.0002184622301944322,True
2005-2009,14,7,86,1588.0,18606.0,93,20287,0.07526881720430108,0.0786217774929758,-0.003352960288674725,,1.0,0.0,underrepresented,1.0,False
2005-2009,15,47,392,1548.0,18300.0,439,20287,0.1070615034168565,0.0786217774929758,0.028439725923880693,,0.030935514510181145,0.015085455908235337,overrepresented,0.19989101683501662,False
2005-2009,16,14,221,1581.0,18471.0,235,20287,0.059574468085106386,0.0786217774929758,-0.019047309407869417,,0.3289795021020713,0.0068054375524098315,underrepresented,0.8149519033306001,False
2005-2009,17,15,207,1580.0,18485.0,222,20287,0.06756756756756757,0.0786217774929758,-0.011054209925408232,,0.6168536028424745,0.0034398997051097702,underrepresented,1.0,False
2005-2009,18,184,2156,1411.0,16536.0,2340,20287,0.07863247863247863,0.0786217774929758,1.0701139502827806e-05,,1.0,0.0,overrepresented,1.0,False
2005-2009,19,98,749,1497.0,17943.0,847,20287,0.11570247933884298,0.0786217774929758,0.037080701845867176,,0.00011089679355810329,0.02829968469423423,overrepresented,0.0023288326647201694,True
2005-2009,20,23,455,1572.0,18237.0,478,20287,0.04811715481171548,0.0786217774929758,-0.03050462268126032,,0.009747053716342338,0.01700216941692854,underrepresented,0.08414460957387009,False
2005-2009,21,0,90,1595.0,18602.0,90,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.0011980929277151105,0.018121914331294408,underrepresented,0.01677330098801155,True
2005-2009,22,53,601,1542.0,18091.0,654,20287,0.08103975535168195,0.0786217774929758,0.0024179778587061496,,0.8245133190164393,0.0011212351301953384,overrepresented,1.0,False
2005-2009,23,3,48,1592.0,18644.0,51,20287,0.058823529411764705,0.0786217774929758,-0.019798248081211098,,0.7962646862408957,0.0018641715926834886,underrepresented,1.0,False
2005-2009,24,52,521,1543.0,18171.0,573,20287,0.09075043630017451,0.0786217774929758,0.012128658807198711,,0.27019331830798865,0.007129939982833496,overrepresented,0.7408267837287286,False
2005-2009,25,19,261,1576.0,18431.0,280,20287,0.06785714285714285,0.0786217774929758,-0.010764634635832951,,0.5763531673579039,0.003946587608789337,underrepresented,1.0,False
2005-2009,26,49,410,1546.0,18282.0,459,20287,0.10675381263616558,0.0786217774929758,0.02813203514318978,,0.02799144676570962,0.015287156312861969,overrepresented,0.18607263893176754,False
2005-2009,27,8,107,1587.0,18585.0,115,20287,0.06956521739130435,0.0786217774929758,-0.009056560101671454,,0.8623987531995359,0.0013209555339581658,underrepresented,1.0,False
2005-2009,28,6,59,1589.0,18633.0,65,20287,0.09230769230769231,0.0786217774929758,0.01368591481471651,,0.6420009765911812,0.0012625322962224244,overrepresented,1.0,False
2005-2009,29,8,89,1587.0,18603.0,97,20287,0.08247422680412371,0.0786217774929758,0.003852449311147907,,0.8493757071945445,0.0,overrepresented,1.0,False
2005-2009,30,8,129,1587.0,18563.0,137,20287,0.058394160583941604,0.0786217774929758,-0.0202276169090342,,0.5218624058193795,0.005078833997593986,underrepresented,1.0,False
2005-2009,31,60,479,1535.0,18213.0,539,20287,0.11131725417439703,0.0786217774929758,0.032695476681421226,,0.005767211476887285,0.01949979349952979,overrepresented,0.05792286309395491,False
2005-2009,32,20,179,1575.0,18513.0,199,20287,0.10050251256281408,0.0786217774929758,0.021880735069838272,,0.23420577465598785,0.007162364627265432,overrepresented,0.7118622887570156,False
2005-2009,33,8,96,1587.0,18596.0,104,20287,0.07692307692307693,0.0786217774929758,-0.0016987005698988755,,1.0,0.0,underrepresented,1.0,False
2005-2009,34,0,30,1595.0,18662.0,30,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.16786310770491247,0.008858492071945697,underrepresented,0.5694953338209776,False
2005-2009,35,55,707,1540.0,17985.0,762,20287,0.07217847769028872,0.0786217774929758,-0.006443299802687083,,0.5373148623457477,0.00424771078239617,underrepresented,1.0,False
2005-2009,36,3,29,1592.0,18663.0,32,20287,0.09375,0.0786217774929758,0.015128222507024197,,0.737006670824581,0.0,overrepresented,1.0,False
2005-2009,37,4,87,1591.0,18605.0,91,20287,0.04395604395604396,0.0786217774929758,-0.03466573353693184,,0.32479097302101506,0.00727532379553613,underrepresented,0.8115217515551659,False
2005-2009,38,7,61,1588.0,18631.0,68,20287,0.10294117647058823,0.0786217774929758,0.024319398977612428,,0.4931752632000769,0.0036557408428825773,overrepresented,0.9698816485067366,False
2005-2009,39,8,85,1587.0,18607.0,93,20287,0.08602150537634409,0.0786217774929758,0.00739972788336829,,0.7006355206683594,0.0005101738164277811,overrepresented,1.0,False
2005-2009,40,30,370,1565.0,18322.0,400,20287,0.075,0.0786217774929758,-0.0036217774929758056,,0.8514467388269309,0.0012497665644779926,underrepresented,1.0,False
2005-2009,41,0,16,1595.0,18676.0,16,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.631564627436874,0.0049448336334627346,underrepresented,1.0,False
2005-2009,42,4,50,1591.0,18642.0,54,20287,0.07407407407407407,0.0786217774929758,-0.004547703418901733,,1.0,0.0,underrepresented,1.0,False
2005-2009,43,6,119,1589.0,18573.0,125,20287,0.048,0.0786217774929758,-0.030621777492975802,,0.2437772058686046,0.00778815972723124,underrepresented,0.724573139798531,False
2005-2009,44,0,27,1595.0,18665.0,27,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.26789019139235454,0.008152105327761745,underrepresented,0.7406254827044715,False
2005-2009,45,8,128,1587.0,18564.0,136,20287,0.058823529411764705,0.0786217774929758,-0.019798248081211098,,0.5207750120354333,0.004920890201961765,underrepresented,1.0,False
2005-2009,46,41,420,1554.0,18272.0,461,20287,0.08893709327548807,0.0786217774929758,0.010315315782512269,,0.38202615377877197,0.005229714148989311,overrepresented,0.8653965960891365,False
2005-2009,47,6,52,1589.0,18640.0,58,20287,0.10344827586206896,0.0786217774929758,0.02482649836909316,,0.45928708572195226,0.0032240895599887926,overrepresented,0.9333262330774017,False
2005-2009,48,10,117,1585.0,18575.0,127,20287,0.07874015748031496,0.0786217774929758,0.00011837998733915667,,1.0,0.0,overrepresented,1.0,False
2005-2009,49,0,55,1595.0,18637.0,55,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.020835231199360135,0.013469429125698965,underrepresented,0.14260558243117605,False
2005-2009,50,24,457,1571.0,18235.0,481,20287,0.0498960498960499,0.0786217774929758,-0.028725727596925904,,0.016085882620533933,0.016030516615291066,underrepresented,0.11890684433098683,False
2005-2009,51,7,100,1588.0,18592.0,107,20287,0.06542056074766354,0.0786217774929758,-0.013201216745312258,,0.7210890528961069,0.002307301624581637,underrepresented,1.0,False
2005-2009,52,0,1,,,1,20287,0.0,0.0786217774929758,-0.0786217774929758,,1.0,0.0,neutral,1.0,False
2005-2009,53,12,197,1583.0,18495.0,209,20287,0.05741626794258373,0.0786217774929758,-0.02120550955039207,,0.30109823296195537,0.007131557417251924,underrepresented,0.7844366082146363,False
2005-2009,54,3,49,1592.0,18643.0,52,20287,0.057692307692307696,0.0786217774929758,-0.020929469800668107,,0.7966397178893208,0.002130978711173464,underrepresented,1.0,False
2005-2009,55,1,38,1594.0,18654.0,39,20287,0.02564102564102564,0.0786217774929758,-0.05298075185195016,,0.366310866512132,0.006548579825329637,underrepresented,0.8560663916274084,False
2005-2009,56,0,41,1595.0,18651.0,41,20287,0.0,0.0786217774929758,-0.0786217774929758,,0.07366570732504443,0.011106425262926923,underrepresented,0.35824796614916343,False
2005-2009,57,59,417,1536.0,18275.0,476,20287,0.12394957983193278,0.0786217774929758,0.045327802338956974,,0.0005187737779925894,0.025500095840401263,overrepresented,0.008559767336877726,True
2005-2009,58,6,65,1589.0,18627.0,71,20287,0.08450704225352113,0.0786217774929758,0.005885264760545322,,0.8238572636297598,0.0,overrepresented,1.0,False
2005-2009,59,17,225,1578.0,18467.0,242,20287,0.07024793388429752,0.0786217774929758,-0.00837384360867828,,0.7187979691117625,0.0025750591127866765,underrepresented,1.0,False
2005-2009,60,10,101,1585.0,18591.0,111,20287,0.09009009009009009,0.0786217774929758,0.011468312597114283,,0.595947096709548,0.001919112121373629,overrepresented,1.0,False
2005-2009,61,2,39,1593.0,18653.0,41,20287,0.04878048780487805,0.0786217774929758,-0.029841289688097752,,0.7690959266243144,0.002950409614157262,underrepresented,1.0,False
2005-2009,62,4,23,1591.0,18669.0,27,20287,0.14814814814814814,0.0786217774929758,0.06952637065517234,,0.158448523168999,0.006918449852072331,overrepresented,0.5542234914441394,False
2005-2009,63,6,94,1589.0,18598.0,100,20287,0.06,0.0786217774929758,-0.018621777492975805,,0.7075127717119546,0.003562111338384873,underrepresented,1.0,False
