period,topic,in_topic_chart,in_topic_non_chart,not_in_topic_chart,not_in_topic_non_chart,n_in_topic,n_total,observed_chart_rate,expected_chart_rate,rate_difference,chi2,p_value,phi,direction,p_adjusted,significant
1970-1974,26,8,310,166.0,9701.0,318,10185,0.025157232704402517,0.017083946980854196,0.008073285723548321,,0.26485410658841746,0.009006293173573536,overrepresented,0.7406254827044715,False
1970-1974,27,2,110,172.0,9901.0,112,10185,0.017857142857142856,0.017083946980854196,0.0007731958762886605,,0.7172966548115738,0.0,overrepresented,1.0,False
1970-1974,28,1,79,173.0,9932.0,80,10185,0.0125,0.017083946980854196,-0.004583946980854195,,1.0,0.0,underrepresented,1.0,False
1970-1974,29,0,85,174.0,9926.0,85,10185,0.0,0.017083946980854196,-0.017083946980854196,,0.40720982565492936,0.007930056538505764,underrepresented,0.8704449570188038,False
1970-1974,30,4,95,170.0,9916.0,99,10185,0.04040404040404041,0.017083946980854196,0.023320093423186212,,0.08925248493350041,0.013968010614298441,overrepresented,0.3945899333902123,False
1970-1974,31,17,537,157.0,9474.0,554,10185,0.030685920577617327,0.017083946980854196,0.013601973596763132,,0.017148649709396616,0.02350453495696235,overrepresented,0.1257567645355752,False
1970-1974,32,2,155,172.0,9856.0,157,10185,0.012738853503184714,0.017083946980854196,-0.004345093477669482,,1.0,0.0011204451860255054,underrepresented,1.0,False
1970-1974,33,1,28,173.0,9983.0,29,10185,0.034482758620689655,0.017083946980854196,0.01739881163983546,,0.3937176204635898,6.49201108957041e-05,overrepresented,0.8661787650198977,False
1970-1974,34,0,21,174.0,9990.0,21,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,underrepresented,1.0,False
1970-1974,35,7,388,167.0,9623.0,395,10185,0.017721518987341773,0.017083946980854196,0.0006375720064875773,,0.8426047006576118,0.0,overrepresented,1.0,False
1970-1974,36,1,4,,,5,10185,0.2,0.017083946980854196,0.18291605301914582,,1.0,0.0,neutral,1.0,False
1970-1974,37,0,0,,,0,10185,0.0,0.017083946980854196,0.0,,1.0,0.0,neutral,1.0,False
1970-1974,38,0,35,174.0,9976.0,35,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0012680386941612532,underrepresented,1.0,False
1970-1974,39,3,137,171.0,9874.0,140,10185,0.02142857142857143,0.017083946980854196,0.004344624447717233,,0.5178087704366814,0.0007044112038648718,overrepresented,0.9967818830906118,False
1970-1974,40,1,214,173.0,9797.0,215,10185,0.004651162790697674,0.017083946980854196,-0.012432784190156521,,0.2763405870441908,0.01145381881790201,underrepresented,0.7532115115894759,False
1970-1974,41,0,52,174.0,9959.0,52,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0041287381562386885,underrepresented,1.0,False
1970-1974,42,0,105,174.0,9906.0,105,10185,0.0,0.017083946980854196,-0.017083946980854196,,0.4291600954069813,0.009704982452231427,underrepresented,0.8921052990191746,False
1970-1974,43,2,144,172.0,9867.0,146,10185,0.0136986301369863,0.017083946980854196,-0.003385316843867895,,1.0,0.0,underrepresented,1.0,False
1970-1974,44,0,0,,,0,10185,0.0,0.017083946980854196,0.0,,1.0,0.0,neutral,1.0,False
1970-1974,45,2,94,172.0,9917.0,96,10185,0.020833333333333332,0.017083946980854196,0.0037493863524791365,,0.6803607998199156,0.0,overrepresented,1.0,False
1970-1974,46,11,210,163.0,9801.0,221,10185,0.049773755656108594,0.017083946980854196,0.032689808675254395,,0.0014235016304992546,0.03496965144122087,overrepresented,0.018790221522590158,True
1970-1974,47,0,0,,,0,10185,0.0,0.017083946980854196,0.0,,1.0,0.0,neutral,1.0,False
1970-1974,48,1,192,173.0,9819.0,193,10185,0.0051813471502590676,0.017083946980854196,-0.011902599830595127,,0.2669256356510928,0.009987105745801953,underrepresented,0.7406254827044715,False
1970-1974,49,1,60,173.0,9951.0,61,10185,0.01639344262295082,0.017083946980854196,-0.0006905043579033751,,1.0,0.0,underrepresented,1.0,False
1970-1974,50,4,199,170.0,9812.0,203,10185,0.019704433497536946,0.017083946980854196,0.0026204865166827504,,0.7799901084560437,0.00017325302907581004,overrepresented,1.0,False
1970-1974,51,1,69,173.0,9942.0,70,10185,0.014285714285714285,0.017083946980854196,-0.0027982326951399104,,1.0,0.0,underrepresented,1.0,False
1970-1974,52,0,63,174.0,9948.0,63,10185,0.0,0.017083946980854196,-0.017083946980854196,,0.629155447867496,0.005569090955284685,underrepresented,1.0,False
1970-1974,53,0,1,,,1,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,neutral,1.0,False
1970-1974,54,0,0,,,0,10185,0.0,0.017083946980854196,0.0,,1.0,0.0,neutral,1.0,False
1970-1974,55,0,29,174.0,9982.0,29,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,underrepresented,1.0,False
1970-1974,56,0,6,,,6,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,neutral,1.0,False
1970-1974,57,1,106,173.0,9905.0,107,10185,0.009345794392523364,0.017083946980854196,-0.007738152588330832,,1.0,0.0024373564971177197,underrepresented,1.0,False
1970-1974,58,0,45,174.0,9966.0,45,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0030705455098906423,underrepresented,1.0,False
1970-1974,59,2,65,172.0,9946.0,67,10185,0.029850746268656716,0.017083946980854196,0.01276679928780252,,0.31787481373456294,0.0033308148117587124,overrepresented,0.8076967397322432,False
1970-1974,60,0,37,174.0,9974.0,37,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0016637162402316332,underrepresented,1.0,False
1970-1974,61,0,0,,,0,10185,0.0,0.017083946980854196,0.0,,1.0,0.0,neutral,1.0,False
1970-1974,62,0,13,174.0,9998.0,13,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,underrepresented,1.0,False
1970-1974,63,0,3,,,3,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,neutral,1.0,False
1970-1974,64,0,18,174.0,9993.0,18,10185,0.0,0.017083946980854196,-0.017083946980854196,,1.0,0.0,underrepresented,1.0,False
1970-1974,65,0,0,,,0,10185,0.0,0.017083946980854196,0.0,,1.0,0.0,neutral,1.0,False
1975-1979,0,16,611,424.0,9059.0,627,10110,0.025518341307814992,0.043521266073194856,-0.018002924765379864,,0.019814187611725764,0.021683989220846484,underrepresented,0.1382826586018513,False
1975-1979,1,41,480,399.0,9190.0,521,10110,0.07869481765834933,0.043521266073194856,0.03517355158515448,,0.0002277821925017103,0.039088215135821947,overrepresented,0.004209414917431606,True
1975-1979,2,6,112,434.0,9558.0,118,10110,0.05084745762711865,0.043521266073194856,0.0073261915539237915,,0.6469758397386446,0.001645245458188542,overrepresented,1.0,False
1975-1979,3,2,64,438.0,9606.0,66,10110,0.030303030303030304,0.043521266073194856,-0.013218235770164552,,1.0,0.0022418166247561225,underrepresented,1.0,False
1975-1979,4,9,245,431.0,9425.0,254,10110,0.03543307086614173,0.043521266073194856,-0.008088195207053124,,0.640395192524107,0.0048151254270292,underrepresented,1.0,False
1975-1979,5,2,24,438.0,9646.0,26,10110,0.07692307692307693,0.043521266073194856,0.03340181084988207,,0.31357465220766856,0.0035268225529726943,overrepresented,0.8048416073330159,False
1975-1979,6,12,159,428.0,9511.0,171,10110,0.07017543859649122,0.043521266073194856,0.02665417252329637,,0.08829155365959585,0.015255962550031437,overrepresented,0.39221824798782,False
1975-1979,7,24,619,416.0,9051.0,643,10110,0.03732503888024884,0.043521266073194856,-0.006196227192946019,,0.48462692806858076,0.006921492481457479,underrepresented,0.9589892491849777,False
1975-1979,8,3,67,437.0,9603.0,70,10110,0.04285714285714286,0.043521266073194856,-0.0006641232160519983,,1.0,0.0,underrepresented,1.0,False
1975-1979,9,3,186,437.0,9484.0,189,10110,0.015873015873015872,0.043521266073194856,-0.027648250200178984,,0.06874583585135358,0.01691424019227733,underrepresented,0.3495421253481617,False
1975-1979,10,3,97,437.0,9573.0,100,10110,0.03,0.043521266073194856,-0.013521266073194857,,0.8027649267313666,0.004174444272732879,underrepresented,1.0,False
1975-1979,11,8,98,432.0,9572.0,106,10110,0.07547169811320754,0.043521266073194856,0.03195043204001269,,0.14169360283402413,0.013739798010997985,overrepresented,0.5278134065372924,False
1975-1979,12,1,45,439.0,9625.0,46,10110,0.021739130434782608,0.043521266073194856,-0.021782135638412248,,0.7226383868782135,0.003616031802743102,underrepresented,1.0,False
1975-1979,13,6,208,434.0,9462.0,214,10110,0.028037383177570093,0.043521266073194856,-0.015483882895624763,,0.3118781388122338,0.009476099949996304,underrepresented,0.802716992374663,False
1975-1979,14,7,65,433.0,9605.0,72,10110,0.09722222222222222,0.043521266073194856,0.05370095614902737,,0.036520086849949736,0.019408695020051082,overrepresented,0.22496373499569036,False
1975-1979,15,10,245,430.0,9425.0,255,10110,0.0392156862745098,0.043521266073194856,-0.0043055797986850525,,0.8764651918462325,0.0018486654529307105,underrepresented,1.0,False
1975-1979,16,8,201,432.0,9469.0,209,10110,0.03827751196172249,0.043521266073194856,-0.005243754111472369,,0.8639895222175926,0.0020305084569958794,underrepresented,1.0,False
1975-1979,17,4,138,436.0,9532.0,142,10110,0.028169014084507043,0.043521266073194856,-0.015352251988687813,,0.5312972347264042,0.00692114246833438,underrepresented,1.0,False
1975-1979,18,51,1345,389.0,8325.0,1396,10110,0.036532951289398284,0.043521266073194856,-0.006988314783796572,,0.17962195718850593,0.01300674942247399,underrepresented,0.5844038325428855,False
1975-1979,19,12,270,428.0,9400.0,282,10110,0.0425531914893617,0.043521266073194856,-0.0009680745838331548,,1.0,0.0,underrepresented,1.0,False
1975-1979,20,0,2,,,2,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.0,neutral,1.0,False
1975-1979,21,1,11,439.0,9659.0,12,10110,0.08333333333333333,0.043521266073194856,0.03981206726013847,,0.413895956279559,0.0,overrepresented,0.8731503735212615,False
1975-1979,22,17,290,423.0,9380.0,307,10110,0.05537459283387622,0.043521266073194856,0.011853326760681362,,0.3173647127126523,0.00886850138752056,overrepresented,0.8076967397322432,False
1975-1979,23,1,52,439.0,9618.0,53,10110,0.018867924528301886,0.043521266073194856,-0.02465334154489297,,0.7295789005072062,0.0054151716847885365,underrepresented,1.0,False
1975-1979,24,9,180,431.0,9490.0,189,10110,0.047619047619047616,0.043521266073194856,0.0040977815458527606,,0.718321665343876,0.0009824597913881605,overrepresented,1.0,False
1975-1979,25,6,185,434.0,9485.0,191,10110,0.031413612565445025,0.043521266073194856,-0.012107653507749831,,0.5883609819680564,0.006454368831023133,underrepresented,1.0,False
1975-1979,26,14,285,426.0,9385.0,299,10110,0.046822742474916385,0.043521266073194856,0.0033014764017215287,,0.7725715930119605,0.0013940374068095072,overrepresented,1.0,False
1975-1979,27,3,65,437.0,9605.0,68,10110,0.04411764705882353,0.043521266073194856,0.0005963809856286764,,1.0,0.0,overrepresented,1.0,False
1975-1979,28,5,78,435.0,9592.0,83,10110,0.060240963855421686,0.043521266073194856,0.01671969778222683,,0.4117266996494809,0.0047694722720934895,overrepresented,0.8731503735212615,False
1975-1979,29,4,85,436.0,9585.0,89,10110,0.0449438202247191,0.043521266073194856,0.001422554151524244,,0.7955765841091097,0.0,overrepresented,1.0,False
1975-1979,30,8,126,432.0,9544.0,134,10110,0.05970149253731343,0.043521266073194856,0.016180226464118576,,0.3875720085641482,0.007071574984209329,overrepresented,0.8661787650198977,False
1975-1979,31,36,565,404.0,9105.0,601,10110,0.059900166389351084,0.043521266073194856,0.016378900316156228,,0.04947570030112672,0.019156964477005576,overrepresented,0.275394861917115,False
1975-1979,32,6,103,434.0,9567.0,109,10110,0.05504587155963303,0.043521266073194856,0.011524605486438175,,0.4784663098466875,0.003549792372164367,overrepresented,0.9548658105795663,False
1975-1979,33,0,28,440.0,9642.0,28,10110,0.0,0.043521266073194856,-0.043521266073194856,,0.6330834980888772,0.006628933787482641,underrepresented,1.0,False
1975-1979,34,0,19,440.0,9651.0,19,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.0036592154838871946,underrepresented,1.0,False
1975-1979,35,20,440,420.0,9230.0,460,10110,0.043478260869565216,0.043521266073194856,-4.3005203629639666e-05,,1.0,0.0,underrepresented,1.0,False
1975-1979,36,1,15,439.0,9655.0,16,10110,0.0625,0.043521266073194856,0.018978733926805144,,0.5095776008140479,0.0,overrepresented,0.9899305877647989,False
1975-1979,37,0,0,,,0,10110,0.0,0.043521266073194856,0.0,,1.0,0.0,neutral,1.0,False
1975-1979,38,2,65,438.0,9605.0,67,10110,0.029850746268656716,0.043521266073194856,-0.01367051980453814,,1.0,0.0024851768084947073,underrepresented,1.0,False
1975-1979,39,1,120,439.0,9550.0,121,10110,0.008264462809917356,0.043521266073194856,-0.0352568032632775,,0.06714402015880944,0.01678984338212928,underrepresented,0.34659818227229006,False
1975-1979,40,4,201,436.0,9469.0,205,10110,0.01951219512195122,0.043521266073194856,-0.024009070951243636,,0.11579908024592717,0.015209409514620926,underrepresented,0.46319632098370866,False
1975-1979,41,0,21,440.0,9649.0,21,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.004407803025468828,underrepresented,1.0,False
1975-1979,42,5,94,435.0,9576.0,99,10110,0.050505050505050504,0.043521266073194856,0.006983784431855648,,0.6212983023351878,0.000942291049849621,overrepresented,1.0,False
1975-1979,43,8,87,432.0,9583.0,95,10110,0.08421052631578947,0.043521266073194856,0.040689260242594616,,0.06882228220363172,0.01691107747292174,overrepresented,0.3495421253481617,False
1975-1979,44,0,0,,,0,10110,0.0,0.043521266073194856,0.0,,1.0,0.0,neutral,1.0,False
1975-1979,45,1,74,439.0,9596.0,75,10110,0.013333333333333334,0.043521266073194856,-0.03018793273986152,,0.3830975465239439,0.009966535506030926,underrepresented,0.8653965960891365,False
1975-1979,46,21,247,419.0,9423.0,268,10110,0.07835820895522388,0.043521266073194856,0.03483694288202903,,0.008933129411460664,0.026666928046492157,overrepresented,0.07936741900182359,False
1975-1979,47,0,0,,,0,10110,0.0,0.043521266073194856,0.0,,1.0,0.0,neutral,1.0,False
1975-1979,48,11,190,429.0,9480.0,201,10110,0.05472636815920398,0.043521266073194856,0.011205102086009125,,0.3835673964720846,0.006085393110411779,overrepresented,0.8653965960891365,False
1975-1979,49,3,50,437.0,9620.0,53,10110,0.05660377358490566,0.043521266073194856,0.013082507511710806,,0.5016850371796114,0.0012981803364514512,overrepresented,0.9800358865834271,False
1975-1979,50,3,172,437.0,9498.0,175,10110,0.017142857142857144,0.043521266073194856,-0.026378408930337712,,0.09160793463030942,0.015300561315726201,underrepresented,0.4011646047317815,False
1975-1979,51,3,92,437.0,9578.0,95,10110,0.031578947368421054,0.043521266073194856,-0.011942318704773802,,0.7999461002405457,0.003188378015835207,underrepresented,1.0,False
1975-1979,52,0,42,440.0,9628.0,42,10110,0.0,0.043521266073194856,-0.043521266073194856,,0.2621887709674805,0.010008718402480023,underrepresented,0.7406254827044715,False
1975-1979,53,1,4,,,5,10110,0.2,0.043521266073194856,0.15647873392680517,,1.0,0.0,neutral,1.0,False
1975-1979,54,0,0,,,0,10110,0.0,0.043521266073194856,0.0,,1.0,0.0,neutral,1.0,False
1975-1979,55,2,36,438.0,9634.0,38,10110,0.05263157894736842,0.043521266073194856,0.009110312874173562,,0.6810230933836403,0.0,overrepresented,1.0,False
1975-1979,56,0,10,440.0,9660.0,10,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.0,underrepresented,1.0,False
1975-1979,57,9,174,431.0,9496.0,183,10110,0.04918032786885246,0.043521266073194856,0.005659061795657602,,0.7123865898916906,0.0019477101607257633,overrepresented,1.0,False
1975-1979,58,0,38,440.0,9632.0,38,10110,0.0,0.043521266073194856,-0.043521266073194856,,0.4121243029451136,0.009141037929386475,underrepresented,0.8731503735212615,False
1975-1979,59,3,99,437.0,9571.0,102,10110,0.029411764705882353,0.043521266073194856,-0.014109501367312503,,0.6299152623915552,0.004555978433078097,underrepresented,1.0,False
1975-1979,60,4,30,436.0,9640.0,34,10110,0.11764705882352941,0.043521266073194856,0.07412579275033455,,0.058623140872386764,0.01691760777940024,overrepresented,0.31387208796275895,False
1975-1979,61,0,0,,,0,10110,0.0,0.043521266073194856,0.0,,1.0,0.0,neutral,1.0,False
1975-1979,62,0,7,,,7,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.0,neutral,1.0,False
1975-1979,63,0,2,,,2,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.0,neutral,1.0,False
1975-1979,64,0,7,,,7,10110,0.0,0.043521266073194856,-0.043521266073194856,,1.0,0.0,neutral,1.0,False
1975-1979,65,0,0,,,0,10110,0.0,0.043521266073194856,0.0,,1.0,0.0,neutral,1.0,False
1980-1984,0,56,833,764.0,9671.0,889,11324,0.06299212598425197,0.07241257506181561,-0.009420449077563647,,0.28088453708672845,0.00997600958923817,underrepresented,0.7534107450154527,False
1980-1984,1,58,371,762.0,10133.0,429,11324,0.1351981351981352,0.07241257506181561,0.06278556013631958,,3.7164323801010322e-06,0.04717943290368983,overrepresented,0.00012264226854333406,True
1980-1984,2,17,103,803.0,10401.0,120,11324,0.14166666666666666,0.07241257506181561,0.06925409160485105,,0.006915154958679484,0.025990626052128252,overrepresented,0.06326339783980042,False
1980-1984,3,5,46,815.0,10458.0,51,11324,0.09803921568627451,0.07241257506181561,0.025626640624458893,,0.416117995623623,0.004106407358004009,overrepresented,0.8758383324743227,False
1980-1984,4,16,246,804.0,10258.0,262,11324,0.061068702290076333,0.07241257506181561,-0.011343872771739281,,0.5470313382531136,0.005602904276931526,underrepresented,1.0,False
1980-1984,5,3,36,817.0,10468.0,39,11324,0.07692307692307693,0.07241257506181561,0.004510501861261312,,0.759049129281171,0.0,overrepresented,1.0,False
1980-1984,6,14,151,806.0,10353.0,165,11324,0.08484848484848485,0.07241257506181561,0.012435909786669239,,0.5430602169142755,0.004412977655214595,overrepresented,1.0,False
1980-1984,7,35,496,785.0,10008.0,531,11324,0.06591337099811675,0.07241257506181561,-0.00649920406369886,,0.6072431434009218,0.004756394003138616,underrepresented,1.0,False
1980-1984,8,4,61,816.0,10443.0,65,11324,0.06153846153846154,0.07241257506181561,-0.010874113523354073,,1.0,0.0009328160718681618,underrepresented,1.0,False
1980-1984,9,13,322,807.0,10182.0,335,11324,0.03880597014925373,0.07241257506181561,-0.033606604912561885,,0.01344556659106778,0.02163486611703355,underrepresented,0.10495534624492803,False
1980-1984,10,1,95,819.0,10409.0,96,11324,0.010416666666666666,0.07241257506181561,-0.06199590839514895,,0.01507462338019381,0.02026064730052845,underrepresented,0.1129410579545919,False
1980-1984,11,11,114,809.0,10390.0,125,11324,0.088,0.07241257506181561,0.01558742493818438,,0.4854761938758836,0.004723543247564862,overrepresented,0.9589892491849777,False
1980-1984,12,7,45,813.0,10459.0,52,11324,0.1346153846153846,0.07241257506181561,0.062202809553568994,,0.09936451131354168,0.013781569032896178,overrepresented,0.4211596718060207,False
1980-1984,13,26,464,794.0,10040.0,490,11324,0.053061224489795916,0.07241257506181561,-0.0193513505720197,,0.10781950013217798,0.015041944963563045,underrepresented,0.43887761287283017,False
1980-1984,14,13,73,807.0,10431.0,86,11324,0.1511627906976744,0.07241257506181561,0.0787502156358588,,0.010141967431260623,0.024618624965468263,overrepresented,0.08519252642258923,False
1980-1984,15,10,213,810.0,10291.0,223,11324,0.04484304932735426,0.07241257506181561,-0.027569525734461357,,0.11746932113173988,0.013850871784488355,underrepresented,0.46584400311471097,False
1980-1984,16,19,159,801.0,10345.0,178,11324,0.10674157303370786,0.07241257506181561,0.03432899797189225,,0.07975589821834606,0.015369240106909368,overrepresented,0.3681811164441985,False
1980-1984,17,10,134,810.0,10370.0,144,11324,0.06944444444444445,0.07241257506181561,-0.0029681306173711675,,1.0,0.0,underrepresented,1.0,False
1980-1984,18,112,1398,708.0,9106.0,1510,11324,0.07417218543046358,0.07241257506181561,0.001759610368647968,,0.7896849498464608,0.002162004380532682,overrepresented,1.0,False
1980-1984,19,22,332,798.0,10172.0,354,11324,0.062146892655367235,0.07241257506181561,-0.01026568240644838,,0.5314011237796366,0.006136443950970018,underrepresented,1.0,False
1980-1984,20,0,6,,,6,11324,0.0,0.07241257506181561,-0.07241257506181561,,1.0,0.0,neutral,1.0,False
1980-1984,21,0,36,820.0,10468.0,36,11324,0.0,0.07241257506181561,-0.07241257506181561,,0.10918491761179522,0.012752343449922187,underrepresented,0.442486245058328,False
1980-1984,22,33,398,787.0,10106.0,431,11324,0.0765661252900232,0.07241257506181561,0.004153550228207584,,0.7047737936143066,0.002297489558496473,overrepresented,1.0,False
1980-1984,23,0,25,820.0,10479.0,25,11324,0.0,0.07241257506181561,-0.07241257506181561,,0.2551285154547353,0.009512640304555852,underrepresented,0.7346766388006445,False
1980-1984,24,17,206,803.0,10298.0,223,11324,0.07623318385650224,0.07241257506181561,0.003820608794686625,,0.7938281411530468,0.0008632160938892776,overrepresented,1.0,False
1980-1984,25,10,163,810.0,10341.0,173,11324,0.057803468208092484,0.07241257506181561,-0.01460910685372313,,0.5544480496860364,0.005632092894409776,underrepresented,1.0,False
1980-1984,26,29,224,791.0,10280.0,253,11324,0.11462450592885376,0.07241257506181561,0.042211930867038144,,0.01346831325567828,0.023468935679223528,overrepresented,0.10495534624492803,False
1980-1984,27,5,57,815.0,10447.0,62,11324,0.08064516129032258,0.07241257506181561,0.008232586228506963,,0.8035038868060305,4.8116509875818295e-05,overrepresented,1.0,False
1980-1984,28,4,64,816.0,10440.0,68,11324,0.058823529411764705,0.07241257506181561,-0.01358904565005091,,0.8172783501471492,0.0018702143045384206,underrepresented,1.0,False
1980-1984,29,6,119,814.0,10385.0,125,11324,0.048,0.07241257506181561,-0.024412575061815614,,0.383996325104487,0.008321061979949952,underrepresented,0.8653965960891365,False
1980-1984,30,16,129,804.0,10375.0,145,11324,0.1103448275862069,0.07241257506181561,0.03793225252439128,,0.1034014074364208,0.015153586888745893,overrepresented,0.4324789376982948,False
1980-1984,31,45,561,775.0,9943.0,606,11324,0.07425742574257425,0.07241257506181561,0.001844850680758639,,0.8718714890202615,0.0009356134727363999,overrepresented,1.0,False
1980-1984,32,12,91,808.0,10413.0,103,11324,0.11650485436893204,0.07241257506181561,0.04409227930711643,,0.08579946154312251,0.014505218659889086,overrepresented,0.39053548012731626,False
1980-1984,33,0,22,820.0,10482.0,22,11324,0.0,0.07241257506181561,-0.07241257506181561,,0.4015936339157299,0.008458185463446564,underrepresented,0.8690222897848582,False
1980-1984,34,1,4,,,5,11324,0.2,0.07241257506181561,0.1275874249381844,,1.0,0.0,neutral,1.0,False
1980-1984,35,36,711,784.0,9793.0,747,11324,0.04819277108433735,0.07241257506181561,-0.024219803977478263,,0.006780270196345269,0.024148714658188724,underrepresented,0.06264969661423028,False
1980-1984,36,1,12,819.0,10492.0,13,11324,0.07692307692307693,0.07241257506181561,0.004510501861261312,,1.0,0.0,overrepresented,1.0,False
1980-1984,37,0,0,,,0,11324,0.0,0.07241257506181561,0.0,,1.0,0.0,neutral,1.0,False
1980-1984,38,9,55,811.0,10449.0,64,11324,0.140625,0.07241257506181561,0.06821242493818439,,0.04801708302646954,0.017570040743823387,overrepresented,0.2721949982604776,False
1980-1984,39,12,152,808.0,10352.0,164,11324,0.07317073170731707,0.07241257506181561,0.0007581566455014538,,0.879983158386261,0.0,overrepresented,1.0,False
1980-1984,40,12,149,808.0,10355.0,161,11324,0.07453416149068323,0.07241257506181561,0.0021215864288676167,,0.8780350321221525,0.0,overrepresented,1.0,False
1980-1984,41,1,28,819.0,10476.0,29,11324,0.034482758620689655,0.07241257506181561,-0.03792981644112596,,0.7199314073783643,0.004044819474171561,underrepresented,1.0,False
1980-1984,42,3,58,817.0,10446.0,61,11324,0.04918032786885246,0.07241257506181561,-0.023232247192963157,,0.6253760924882483,0.004269451416738934,underrepresented,1.0,False
1980-1984,43,4,65,816.0,10439.0,69,11324,0.057971014492753624,0.07241257506181561,-0.014441560569061991,,0.8172669361315081,0.0021737483407180177,underrepresented,1.0,False
1980-1984,44,0,0,,,0,11324,0.0,0.07241257506181561,0.0,,1.0,0.0,neutral,1.0,False
1980-1984,45,6,67,814.0,10437.0,73,11324,0.0821917808219178,0.07241257506181561,0.009779205760102189,,0.6516496638006405,0.0009106109401929899,overrepresented,1.0,False
1980-1984,46,34,295,786.0,10209.0,329,11324,0.1033434650455927,0.07241257506181561,0.03093088998377709,,0.039194649654323996,0.01963033302130429,overrepresented,0.23670494301042727,False
1980-1984,47,0,0,,,0,11324,0.0,0.07241257506181561,0.0,,1.0,0.0,neutral,1.0,False
1980-1984,48,10,131,810.0,10373.0,141,11324,0.07092198581560284,0.07241257506181561,-0.0014905892462127729,,1.0,0.0,underrepresented,1.0,False
1980-1984,49,6,43,814.0,10461.0,49,11324,0.12244897959183673,0.07241257506181561,0.05003640453002112,,0.16579532027280194,0.010131901908836193,overrepresented,0.565294745136786,False
1980-1984,50,11,273,809.0,10231.0,284,11324,0.03873239436619718,0.07241257506181561,-0.033680180695618435,,0.026660185991390715,0.01975367422825777,underrepresented,0.17850733229018131,False
1980-1984,51,10,69,810.0,10435.0,79,11324,0.12658227848101267,0.07241257506181561,0.05416970341919705,,0.07674806094577533,0.015471980740878051,overrepresented,0.36181228731579795,False
1980-1984,52,0,18,820.0,10486.0,18,11324,0.0,0.07241257506181561,-0.07241257506181561,,0.6366176173669978,0.006871806258675649,underrepresented,1.0,False
1980-1984,53,2,21,818.0,10483.0,23,11324,0.08695652173913043,0.07241257506181561,0.014543946677314817,,0.681212982821116,0.0,overrepresented,1.0,False
1980-1984,54,0,0,,,0,11324,0.0,0.07241257506181561,0.0,,1.0,0.0,neutral,1.0,False
1980-1984,55,1,38,819.0,10466.0,39,11324,0.02564102564102564,0.07241257506181561,-0.046771549420789975,,0.36372820816675117,0.0077010534657405965,underrepresented,0.8560663916274084,False
1980-1984,56,0,7,,,7,11324,0.0,0.07241257506181561,-0.07241257506181561,,1.0,0.0,neutral,1.0,False
1980-1984,57,12,275,808.0,10229.0,287,11324,0.041811846689895474,0.07241257506181561,-0.03060072837192014,,0.048584863248250044,0.017955842341243197,underrepresented,0.2728141686428308,False
1980-1984,58,4,33,816.0,10471.0,37,11324,0.10810810810810811,0.07241257506181561,0.0356955330462925,,0.34005551472190904,0.004900363098993921,overrepresented,0.8312468137646665,False
1980-1984,59,7,110,813.0,10394.0,117,11324,0.05982905982905983,0.07241257506181561,-0.012583515232755783,,0.7212997316932912,0.003276162382773262,underrepresented,1.0,False
1980-1984,60,5,69,815.0,10435.0,74,11324,0.06756756756756757,0.07241257506181561,-0.004845007494248044,,1.0,0.0,underrepresented,1.0,False
1980-1984,61,0,0,,,0,11324,0.0,0.07241257506181561,0.0,,1.0,0.0,neutral,1.0,False
1980-1984,62,2,12,818.0,10492.0,14,11324,0.14285714285714285,0.07241257506181561,0.07044456779532723,,0.26931835734708054,0.004714727580432494,overrepresented,0.7406254827044715,False
1980-1984,63,0,2,,,2,11324,0.0,0.07241257506181561,-0.07241257506181561,,1.0,0.0,neutral,1.0,False
1980-1984,64,2,14,818.0,10490.0,16,11324,0.125,0.07241257506181561,0.052587424938184385,,0.32444372745703404,0.0030968821276738177,overrepresented,0.8115217515551659,False
1980-1984,65,0,0,,,0,11324,0.0,0.07241257506181561,0.0,,1.0,0.0,neutral,1.0,False
1985-1989,0,54,940,989.0,9362.0,994,11345,0.05432595573440644,0.09193477302776554,-0.0376088172933591,,6.710444008440309e-06,0.03979654786393141,underrepresented,0.00020668167545996152,True
1985-1989,1,58,257,985.0,10045.0,315,11345,0.18412698412698414,0.09193477302776554,0.0921922110992186,,2.6636188498836803e-07,0.05299328293229896,overrepresented,1.025493257205217e-05,True
