topic,period,p_value,odds_ratio,ci_lower,ci_upper,rate_difference,count_chart_topic,count_nochart_topic,total_chart,total_nochart,p_adjusted,significant,direction
34,1955-1959,1.0,0.0,0.08509591655521534,26.324491661490566,-0.0019886363636363634,0,7,156,3520,1.0,False,neutral
35,1955-1959,0.07131132063655589,3.4313725490196076,1.2389415696339265,12.235478157389474,0.01354895104895105,3,20,156,3520,0.6825512118070349,False,neutral
36,1955-1959,1.0,0.0,0.21495173303223175,94.0601067628643,-0.0005681818181818182,0,2,156,3520,1.0,False,neutral
37,1955-1959,1.0,0.0,0.30414115528716357,184.76323369356385,-0.0002840909090909091,0,1,156,3520,1.0,False,neutral
38,1955-1959,1.0,0.0,0.04911969826087078,14.027602701326627,-0.003693181818181818,0,13,156,3520,1.0,False,neutral
39,1955-1959,0.6231221329453941,0.0,0.02760014080244574,7.532426865941707,-0.006818181818181818,0,24,156,3520,1.0,False,neutral
40,1955-1959,0.396769946521098,1.5108225108225108,0.5049602398938535,6.791121058973442,0.004297785547785548,2,30,156,3520,1.0,False,neutral
41,1955-1959,1.0,0.5216804201050262,0.15024723795081485,3.957956327518337,-0.0058056526806526815,1,43,156,3520,1.0,False,neutral
42,1955-1959,0.6494120002950207,1.4616673648931713,0.48954267819706143,6.563534737722701,0.004013694638694639,2,31,156,3520,1.0,False,neutral
43,1955-1959,0.4767034335552756,1.4183006535947713,0.5451697276260751,4.888646433828277,0.005594405594405596,3,48,156,3520,1.0,False,neutral
44,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
45,1955-1959,0.4556696011993674,1.7404466501240694,0.46036259805046437,13.644245387697355,0.002717074592074592,1,13,156,3520,1.0,False,neutral
46,1955-1959,0.2371841032175987,1.6809505259057265,0.7561064007029349,4.4279573620960955,0.01273310023310023,5,68,156,3520,1.0,False,neutral
47,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
48,1955-1959,0.6866332974159767,1.1900205058099795,0.40317167842759544,5.313660760512807,0.0020250582750582745,2,38,156,3520,1.0,False,neutral
49,1955-1959,1.0,0.0,0.031355853488093645,8.624377825227722,-0.005965909090909091,0,21,156,3520,1.0,False,neutral
50,1955-1959,1.0,0.0,0.06842152139064465,20.38246630731316,-0.002556818181818182,0,9,156,3520,1.0,False,neutral
51,1955-1959,0.2871033741272402,1.97459062676454,0.6473281113678447,8.959387162195473,0.006286421911421911,2,23,156,3520,1.0,False,neutral
52,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
53,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
54,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
55,1955-1959,1.0,0.0,0.11241579416630056,37.09648983857325,-0.0014204545454545455,0,5,156,3520,1.0,False,neutral
56,1955-1959,1.0,0.0,0.05719315954268202,16.6211874958364,-0.003125,0,11,156,3520,1.0,False,neutral
57,1955-1959,0.22319503068193206,2.393028024606972,0.7711496027698173,10.947714150058061,0.007422785547785547,2,19,156,3520,1.0,False,neutral
58,1955-1959,0.13103344855584428,3.5034965034965033,1.0800010733816379,16.365402275897758,0.009127331002331002,2,13,156,3520,0.8779241053241568,False,neutral
59,1955-1959,1.0,0.0,0.06842152139064465,20.38246630731316,-0.002556818181818182,0,9,156,3520,1.0,False,neutral
60,1955-1959,0.15930743359723784,7.563440860215054,1.4220031214174091,66.09267128049602,0.0055579836829836825,1,3,156,3520,0.9703270955468123,False,neutral
61,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
62,1955-1959,1.0,0.0,0.21495173303223175,94.0601067628643,-0.0005681818181818182,0,2,156,3520,1.0,False,neutral
63,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
64,1955-1959,0.35220800539153696,2.5168458781362006,0.6324239545735955,20.102568691456888,0.0038534382284382282,1,9,156,3520,1.0,False,neutral
65,1955-1959,1.0,,0.4448729610714798,1137.4806119832153,0.0,0,0,156,3520,1.0,False,neutral
-1,1960-1964,0.720953376833482,1.0634746110282118,0.7574105946109974,1.5105879580417152,0.012891311745023504,47,2142,154,7328,1.0,False,neutral
0,1960-1964,0.6288870696639399,0.0,0.02704936752201635,7.160511597430834,-0.0072325327510917034,0,53,154,7328,1.0,False,neutral
1,1960-1964,0.00019543170400491074,3.1023276240667546,1.8822771669004583,5.378934722105803,0.06786990302274146,16,264,154,7328,0.01309392416832902,True,overrepresented
2,1960-1964,0.6273459448008267,0.0,0.028646168568011433,7.594820507386409,-0.006823144104803494,0,50,154,7328,1.0,False,neutral
3,1960-1964,1.0,0.9707303974221267,0.3394879856548962,4.265599929042265,-0.00038634945840185925,2,98,154,7328,1.0,False,neutral
4,1960-1964,0.22181050382845438,1.8957825026141513,0.7412717512136966,6.471217212331826,0.00910934044121817,3,76,154,7328,1.0,False,neutral
5,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
6,1960-1964,1.0,0.668047500690417,0.19533133301674732,5.036813263991282,-0.003195358135314467,1,71,154,7328,1.0,False,neutral
7,1960-1964,1.0,0.9627845391029975,0.5343903433590911,1.8956168635074868,-0.002341135938297517,10,493,154,7328,1.0,False,neutral
8,1960-1964,0.6474761733557037,0.0,0.021777386217890347,5.735962297075459,-0.009006550218340612,0,66,154,7328,1.0,False,neutral
9,1960-1964,1.0,0.0,0.05038048143166255,13.64068620772705,-0.003820960698689956,0,28,154,7328,1.0,False,neutral
10,1960-1964,0.26798285052562965,0.0,0.015312716926447418,4.008521450386355,-0.012827510917030568,0,94,154,7328,1.0,False,neutral
11,1960-1964,1.0,0.0,0.0521739817275997,14.15102345587755,-0.0036844978165938864,0,27,154,7328,1.0,False,neutral
12,1960-1964,1.0,0.0,0.05617156129681545,15.294956711523671,-0.003411572052401747,0,25,154,7328,1.0,False,neutral
13,1960-1964,1.0,0.8192472391255353,0.23828992219732864,6.189804158121175,-0.0014213406680655578,1,58,154,7328,1.0,False,neutral
14,1960-1964,0.05489784541274105,2.554927587424938,1.162070219002745,6.681913522171818,0.019503558668405828,5,95,154,7328,0.9195389106634126,False,neutral
15,1960-1964,1.0,0.0,0.038463697551577865,10.294452046070017,-0.005049126637554585,0,37,154,7328,1.0,False,neutral
16,1960-1964,0.04930576123518992,2.639334695068573,1.1993622277952078,6.906631639857961,0.019912947314694035,5,92,154,7328,0.9195389106634126,False,neutral
17,1960-1964,1.0,0.7418300653594772,0.21635064211438718,5.598859856473918,-0.0022401179606419772,1,64,154,7328,1.0,False,neutral
18,1960-1964,0.03218443059711809,0.5341419144236046,0.3096812291627434,0.9918313139365296,-0.05867726705608803,12,1001,154,7328,0.9195389106634126,False,neutral
19,1960-1964,0.6273459448008267,0.0,0.028646168568011433,7.594820507386409,-0.006823144104803494,0,50,154,7328,1.0,False,neutral
20,1960-1964,1.0,0.0,0.6414352343210051,389.6362590951356,-0.00013646288209606986,0,1,154,7328,1.0,False,neutral
21,1960-1964,1.0,0.7191523073876015,0.20990162959471384,5.425989492212141,-0.0025130437248341176,1,66,154,7328,1.0,False,neutral
22,1960-1964,0.7247584084444685,0.4872313186442962,0.14336123206780588,3.6642203593640286,-0.006743393069812283,1,97,154,7328,1.0,False,neutral
23,1960-1964,0.37351870847513335,1.5675150992234685,0.5414906764265264,6.930573858464797,0.0046627771791527255,2,61,154,7328,1.0,False,neutral
24,1960-1964,0.4098701982756885,0.0,0.018930236701165674,4.972555068754392,-0.01037117903930131,0,76,154,7328,1.0,False,neutral
25,1960-1964,0.6974238842156123,1.1347117794486214,0.39549090502519707,4.994675123430974,0.0015241308909431182,2,84,154,7328,1.0,False,neutral
26,1960-1964,0.08326710414353346,0.0,0.008793117448633826,2.2876925286137437,-0.02224344978165939,0,163,154,7328,0.929815996269457,False,neutral
27,1960-1964,1.0,0.0,0.08094151500850247,22.586481565394138,-0.002319868995633188,0,17,154,7328,1.0,False,neutral
28,1960-1964,0.07434318683390263,4.807894736842106,1.5569251620189042,21.939229589944777,0.010257755345091591,2,20,154,7328,0.929815996269457,False,neutral
29,1960-1964,0.27040797915592596,0.0,0.014838734845168667,3.882698933066815,-0.013236899563318777,0,97,154,7328,1.0,False,neutral
30,1960-1964,1.0,0.9912280701754386,0.34650920604307345,4.356601237580407,-0.00011342369420971887,2,96,154,7328,1.0,False,neutral
31,1960-1964,0.4516394211036786,1.2415596533012498,0.7507207013321507,2.1734140320948736,0.017435348494300465,15,586,154,7328,1.0,False,neutral
32,1960-1964,0.47587886370233246,1.5899782135076252,0.45044137711359755,12.139338647081082,0.002399620030624398,1,30,154,7328,1.0,False,neutral
33,1960-1964,1.0,0.0,0.058408205260810774,15.93888721742794,-0.0032751091703056767,0,24,154,7328,1.0,False,neutral
34,1960-1964,1.0,0.0,0.12079993977652446,35.10315121399278,-0.0015010917030567686,0,11,154,7328,1.0,False,neutral
35,1960-1964,1.0,0.7303167420814479,0.21307779748465627,5.511081597331421,-0.0023765808427380474,1,65,154,7328,1.0,False,neutral
36,1960-1964,1.0,0.0,0.2823591144889703,98.26801174124178,-0.0005458515283842794,0,4,154,7328,1.0,False,neutral
37,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
38,1960-1964,1.0,0.0,0.08094151500850247,22.586481565394138,-0.002319868995633188,0,17,154,7328,1.0,False,neutral
39,1960-1964,0.4237722244190314,0.0,0.016932621197791375,4.439392538723414,-0.011599344978165938,0,85,154,7328,1.0,False,neutral
40,1960-1964,0.6606589019090329,1.3642857142857143,0.47325893806460695,6.019453077806109,0.0034346112402880973,2,70,154,7328,1.0,False,neutral
41,1960-1964,0.6305834561635173,0.0,0.026079541905250327,6.8973776054874465,-0.007505458515283843,0,55,154,7328,1.0,False,neutral
42,1960-1964,0.15425265914743794,2.291075370545569,0.8904037969692767,7.8470674088413075,0.010883357908467079,3,63,154,7328,0.9395389238980311,False,neutral
43,1960-1964,0.13544007039881328,2.097391304347826,0.8958048421832342,6.10818650898736,0.013419440821187548,4,92,154,7328,0.9395389238980311,False,neutral
44,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
45,1960-1964,1.0,0.0,0.047138293203721676,12.722625212048134,-0.004093886462882096,0,30,154,7328,1.0,False,neutral
46,1960-1964,0.26492091051227695,1.563235422295825,0.7187578930741775,4.060566983530199,0.011452248624737704,5,154,154,7328,1.0,False,neutral
47,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
48,1960-1964,1.0,0.6495657623780106,0.1900493123404864,4.896203620249036,-0.003468283899506607,1,73,154,7328,1.0,False,neutral
49,1960-1964,1.0,0.970921702014139,0.28093348685095293,7.351144367059823,-0.00019317472920092962,1,49,154,7328,1.0,False,neutral
50,1960-1964,1.0,0.0,0.060829609592042505,16.639189875069064,-0.003138646288209607,0,23,154,7328,1.0,False,neutral
51,1960-1964,0.09923726980670973,4.004385964912281,1.3172322006141346,18.135386233924812,0.00971190381670731,2,24,154,7328,0.9395389238980311,False,neutral
52,1960-1964,0.15334227387791974,6.835667600373482,1.6406331370865297,55.46664352683175,0.005538266318834005,1,7,154,7328,0.9395389238980311,False,neutral
53,1960-1964,1.0,0.0,0.6414352343210051,389.6362590951356,-0.00013646288209606986,0,1,154,7328,1.0,False,neutral
54,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
55,1960-1964,1.0,0.0,0.12079993977652446,35.10315121399278,-0.0015010917030567686,0,11,154,7328,1.0,False,neutral
56,1960-1964,1.0,0.0,0.06946359666255586,19.163487833964705,-0.0027292576419213972,0,20,154,7328,1.0,False,neutral
57,1960-1964,0.5565593827372358,1.2538699690402477,0.359302351835615,9.530130949777641,0.001307916973855839,1,38,154,7328,1.0,False,neutral
58,1960-1964,0.25971606785880325,2.0829519450800915,0.7120110514700618,9.257818799455928,0.006709720410593774,2,46,154,7328,1.0,False,neutral
59,1960-1964,1.0,0.0,0.04428664335900443,11.919903183954471,-0.004366812227074236,0,32,154,7328,1.0,False,neutral
60,1960-1964,1.0,0.0,0.0634596463150917,17.403601678326233,-0.003002183406113537,0,22,154,7328,1.0,False,neutral
61,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
62,1960-1964,1.0,0.0,0.34836310249070507,131.7010835733782,-0.0004093886462882096,0,3,154,7328,1.0,False,neutral
63,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
64,1960-1964,0.14718336642529567,3.0971986417657047,1.0372935028221661,13.904832833319134,0.008756663642034822,2,31,154,7328,0.9395389238980311,False,neutral
65,1960-1964,1.0,,0.9380941070936544,2398.4286815031082,0.0,0,0,154,7328,1.0,False,neutral
-1,1965-1969,0.11022389761665351,1.235952258773052,0.9639252162952272,1.592338480842373,0.046306254461946916,95,4039,274,13445,1.0,False,neutral
0,1965-1969,0.5947816138283298,1.1863527097902098,0.6651064802449624,2.3187907278388815,0.00555548015298879,10,416,274,13445,1.0,False,neutral
1,1965-1969,0.3597068680853569,1.4008703695279685,0.7158833580718963,3.122708421021996,0.007176303567114468,7,247,274,13445,1.0,False,neutral
2,1965-1969,1.0,1.0083657685891927,0.4026707717355994,3.40127456986657,8.984969855561908e-05,3,146,274,13445,1.0,False,neutral
3,1965-1969,1.0,0.961865628604383,0.33865109493682327,4.211980085476379,-0.0002871932962895604,2,102,274,13445,1.0,False,neutral
4,1965-1969,0.4448637622181114,0.4944759629740221,0.1757602773729808,2.154891931600366,-0.007353017022581863,2,197,274,13445,1.0,False,neutral
5,1965-1969,1.0,0.0,0.29220142128588034,101.30792782028331,-0.0002975083674228338,0,4,274,13445,1.0,False,neutral
6,1965-1969,1.0,0.5202634245187436,0.15374285676464766,3.9054349934973613,-0.0033418115979402434,1,94,274,13445,1.0,False,neutral
7,1965-1969,0.31335970138867997,0.6885419154525914,0.3776305423266108,1.3914433649819669,-0.014159606724340579,9,632,274,13445,1.0,False,neutral
8,1965-1969,0.17714741733398243,0.0,0.01362810415582777,3.545797409676085,-0.008181480104127928,0,110,274,13445,1.0,False,neutral
9,1965-1969,0.5118240848107686,1.2831702230065778,0.5102543781794174,4.338489902719214,0.0023955395460825805,3,115,274,13445,1.0,False,neutral
10,1965-1969,1.0,0.5202634245187436,0.15374285676464766,3.9054349934973613,-0.0033418115979402434,1,94,274,13445,1.0,False,neutral
11,1965-1969,0.016315982490050555,4.411522633744856,1.8461894986208796,13.002696486150853,0.01125157101247852,4,45,274,13445,0.4209726040355231,False,neutral
12,1965-1969,1.0,0.0,0.07946677629432837,21.994625966948444,-0.001338787653402752,0,18,274,13445,1.0,False,neutral
13,1965-1969,0.772517604590752,0.6517156862745098,0.23090744295336682,2.844758613076854,-0.0038572937053635657,2,150,274,13445,1.0,False,neutral
14,1965-1969,0.2625444172235851,1.7196001029777739,0.6792652422295852,5.83586480083275,0.004552475209898125,3,86,274,13445,1.0,False,neutral
15,1965-1969,0.5383493279867388,1.407936507936508,0.6115310377074816,4.058651246089164,0.004185747286186219,4,140,274,13445,1.0,False,neutral
16,1965-1969,0.4113093088576259,1.417660129043285,0.6585526928616755,3.6581917856287633,0.005306561199588481,5,174,274,13445,1.0,False,neutral
17,1965-1969,0.08478765979888796,0.0,0.008917427495128657,2.3101944382201123,-0.012495351431759017,0,168,274,13445,1.0,False,neutral
18,1965-1969,0.018437927156307626,0.6008971421788954,0.4002080399784926,0.937689650647164,-0.04837524057188926,23,1779,274,13445,0.4209726040355231,False,neutral
19,1965-1969,0.38558857501809674,0.3022319295611221,0.08997814623557339,2.2619145191018593,-0.00832507675227271,1,161,274,13445,1.0,False,neutral
20,1965-1969,1.0,0.0,0.4691147960762446,204.512974743473,-0.0001487541837114169,0,2,274,13445,1.0,False,neutral
21,1965-1969,1.0,0.0,0.050486377616265385,13.593006914510392,-0.0021569356638155446,0,29,274,13445,1.0,False,neutral
22,1965-1969,0.24724528299403178,0.40116067087992224,0.14286441662526214,1.7465361762978773,-0.010699986156088742,2,242,274,13445,1.0,False,neutral
23,1965-1969,0.018849519583680138,3.4523440726972328,1.5689523270911092,9.032588870086805,0.012893024568870742,5,72,274,13445,0.4209726040355231,False,neutral
24,1965-1969,0.1362023512922575,0.22540250447227192,0.06728162395308668,1.6851142713996412,-0.012341439712480966,1,215,274,13445,1.0,False,neutral
25,1965-1969,0.8015834667927548,0.7221202261283697,0.2896376885335324,2.42969905083325,-0.004149644537219763,3,203,274,13445,1.0,False,neutral
26,1965-1969,0.8280420681447008,1.0682186891628813,0.5248255879760977,2.5332114023993713,0.0013697328668025727,6,276,274,13445,1.0,False,neutral
27,1965-1969,1.0,0.5690007666751853,0.16786735045693074,4.2741505426595605,-0.002746794863094576,1,86,274,13445,1.0,False,neutral
28,1965-1969,1.0,0.7658539377289377,0.2244439792684134,5.768329555106407,-0.0011104988422689904,1,64,274,13445,1.0,False,neutral
29,1965-1969,1.0,0.8523017902813299,0.3007448994636109,3.728014934951902,-0.0012540954904137706,2,115,274,13445,1.0,False,neutral
30,1965-1969,0.779986001170383,1.163795748411133,0.50705168837765,3.3486214129485674,0.0020288116223706743,4,169,274,13445,1.0,False,neutral
31,1965-1969,0.5339354941281008,1.1465624088655584,0.7435795933948947,1.8481598651979259,0.00873089336659491,20,864,274,13445,1.0,False,neutral
32,1965-1969,0.31945651027019073,1.6313437404346496,0.706575213720477,4.710655847458624,0.0055989120314446795,4,121,274,13445,1.0,False,neutral
33,1965-1969,0.6285589981582194,0.0,0.028080662477820123,7.403953929226165,-0.003941985868352547,0,53,274,13445,1.0,False,neutral
34,1965-1969,0.39637810081105623,2.048382173382173,0.575317670441431,15.690258048604326,0.0018645848319593476,1,24,274,13445,1.0,False,neutral
35,1965-1969,0.28285702806633567,1.4350005448403618,0.7595116571513171,3.0384863017470605,0.008669002939795271,8,276,274,13445,1.0,False,neutral
36,1965-1969,1.0,0.0,0.24551533069064221,80.70160398110573,-0.0003718854592785422,0,5,274,13445,1.0,False,neutral
37,1965-1969,1.0,0.0,0.663560746114743,401.68111800393996,-7.437709185570845e-05,0,1,274,13445,1.0,False,neutral
38,1965-1969,0.5167482105684508,1.403453689167975,0.4026249829968487,10.66105962180357,0.0010464368215465547,1,35,274,13445,1.0,False,neutral
39,1965-1969,0.1839412618921061,2.085234655163453,0.8191421729571172,7.098721883677936,0.005668131587733752,3,71,274,13445,1.0,False,neutral
40,1965-1969,0.5534726926808742,1.3130864197530865,0.5710167522794259,3.7824917366516564,0.003441976367629135,4,150,274,13445,1.0,False,neutral
41,1965-1969,1.0,0.8603560182507551,0.2513377305844505,6.488410581397402,-0.0005898591992790306,1,57,274,13445,1.0,False,neutral
42,1965-1969,0.17397191254753902,2.1459971121450345,0.842237582634452,7.309323485313782,0.005816885771445169,3,69,274,13445,1.0,False,neutral
43,1965-1969,0.44460856557789274,0.5048765620237733,0.17941894955662063,2.200454442610552,-0.007055508655159028,2,193,274,13445,1.0,False,neutral
44,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
45,1965-1969,1.0,0.7780684923542066,0.22792971377460763,5.861300197603016,-0.001036121750413282,1,63,274,13445,1.0,False,neutral
46,1965-1969,0.15742202014389176,1.6906095024796033,0.8929603542058995,3.5848247978767858,0.011718463705879319,8,235,274,13445,1.0,False,neutral
47,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
48,1965-1969,0.7724384300343035,0.6606220190779014,0.23402047680999888,2.883900251618505,-0.003708539521652149,2,148,274,13445,1.0,False,neutral
49,1965-1969,0.6583804746950266,1.3850455675227837,0.48348798811036664,6.091220791052362,0.002018496551237401,2,71,274,13445,1.0,False,neutral
50,1965-1969,1.0,0.9746096136458053,0.38939282760093047,3.286451473980062,-0.0002820357607229238,3,151,274,13445,1.0,False,neutral
51,1965-1969,0.08730459752407568,2.475,1.0607259777329319,7.192269350143066,0.008648372797528725,4,80,274,13445,1.0,False,neutral
52,1965-1969,1.0,0.0,0.03988999746577523,10.633816447400315,-0.0027519523986612123,0,37,274,13445,1.0,False,neutral
53,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
54,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
55,1965-1969,1.0,0.0,0.10039278375728053,28.35736300423212,-0.0010412792859799181,0,14,274,13445,1.0,False,neutral
56,1965-1969,1.0,0.0,0.12507269895168735,36.20263019921848,-0.0008181480104127929,0,11,274,13445,1.0,False,neutral
57,1965-1969,0.7567924460768543,1.0914309143091432,0.43528577093715787,3.684105846382576,0.0009079977089684124,3,135,274,13445,1.0,False,neutral
58,1965-1969,0.636238038967696,0.0,0.02445425250901295,6.426211149714179,-0.0045370026031982145,0,61,274,13445,1.0,False,neutral
59,1965-1969,0.1839412618921061,2.085234655163453,0.8191421729571172,7.098721883677936,0.005668131587733752,3,71,274,13445,1.0,False,neutral
60,1965-1969,1.0,0.0,0.044568635005074644,11.933170167818151,-0.0024544440312383787,0,33,274,13445,1.0,False,neutral
61,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
62,1965-1969,0.19908513502328842,4.9212454212454215,1.262927207545326,38.995869263081545,0.0029058641179392657,1,10,274,13445,1.0,False,neutral
63,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
64,1965-1969,1.0,0.0,0.08871471377987639,24.774873978221724,-0.0011900334696913352,0,16,274,13445,1.0,False,neutral
65,1965-1969,1.0,,0.9700840239953056,2473.2035665842864,0.0,0,0,274,13445,1.0,False,neutral
-1,1970-1974,0.007530104323818115,1.4134193741279648,1.1066968246871862,1.812204587489179,0.07640698820257313,102,4152,276,14163,0.12499601456395087,False,neutral
0,1970-1974,0.11149202383191982,0.5224210037174721,0.2691317171543505,1.1581798463278148,-0.022085255825804527,7,672,276,14163,0.8140803740620597,False,neutral
1,1970-1974,5.91043556089602e-05,3.2544263651406506,2.0279666289331795,5.493799010793506,0.041824380120890625,17,280,276,14163,0.003959991825800334,True,overrepresented
2,1970-1974,0.37593220386132137,0.3329768270944741,0.09908185498872729,2.4925030146887277,-0.007179607611995738,1,153,276,14163,1.0,False,neutral
3,1970-1974,0.6884267264653526,1.180971558016612,0.41441147851341076,5.180084054919793,0.0011036104485355287,2,87,276,14163,1.0,False,neutral
4,1970-1974,1.0,0.955702682410757,0.382224030390263,3.22084295125103,-0.000498082879763254,3,161,276,14163,1.0,False,neutral
5,1970-1974,1.0,0.0,0.10499658983061794,29.6565567351057,-0.0009884911388830051,0,14,276,14163,1.0,False,neutral
6,1970-1974,0.5571050178715155,1.2952275249722531,0.563828019756005,3.7287150937982054,0.003266318545874277,4,159,276,14163,1.0,False,neutral
7,1970-1974,0.8823916064854427,0.8887090995939814,0.5107425121592675,1.6812621877711877,-0.004768241805807545,11,632,276,14163,1.0,False,neutral
8,1970-1974,1.0,0.8541970802919708,0.3016509419394151,3.7347992021005183,-0.0012264043788315542,2,120,276,14163,1.0,False,neutral
9,1970-1974,0.44605877580351927,0.4849843587069864,0.17250626302981487,2.1127716739426123,-0.007580990271650872,2,210,276,14163,1.0,False,neutral
10,1970-1974,0.5895083716841036,0.560720301596214,0.19914969583433395,2.4445418056616544,-0.005604007993884862,2,182,276,14163,1.0,False,neutral
11,1970-1974,0.627875742654636,0.0,0.029926990287816785,7.894314934481786,-0.0036715385158511615,0,52,276,14163,1.0,False,neutral
12,1970-1974,0.4289321189480374,1.8357142857142856,0.5205794994378097,14.008282135085427,0.0016462061280310913,1,28,276,14163,1.0,False,neutral
13,1970-1974,0.8381286659682665,0.7758050224879148,0.36309896078003884,1.9924012371949524,-0.00511359973476511,5,329,276,14163,1.0,False,neutral
14,1970-1974,1.0,0.7766942148760331,0.2278108065049921,5.84798036918411,-0.0010368412489370651,1,66,276,14163,1.0,False,neutral
15,1970-1974,0.5454293909687785,1.2321675206059255,0.6535821448365644,2.6050387701659496,0.005332326423104907,8,335,276,14163,1.0,False,neutral
16,1970-1974,0.3336454782852484,0.4383022904606091,0.15604436511487993,1.908521572801274,-0.009134333489895594,2,232,276,14163,1.0,False,neutral
17,1970-1974,1.0,0.7519392372333549,0.30163489384672165,2.5298393790316474,-0.003534162806332484,3,204,276,14163,1.0,False,neutral
18,1970-1974,0.009328060788354542,0.5001870703663787,0.3037368784672168,0.8796453183836725,-0.045794461379774,14,1367,276,14163,0.12499601456395087,False,neutral
19,1970-1974,0.047075696745304825,0.179644128113879,0.053724441955300926,1.3419797562418396,-0.016217240881783213,1,281,276,14163,0.525678613655904,False,neutral
20,1970-1974,1.0,0.0,0.6939545258642255,420.06456965086323,-7.060650992021465e-05,0,1,276,14163,1.0,False,neutral
21,1970-1974,1.0,0.0,0.054616632712633055,14.72846361584545,-0.0019769822777660102,0,28,276,14163,1.0,False,neutral
22,1970-1974,1.0,1.006271626297578,0.4395783999161965,2.890738269052881,8.902559946461809e-05,4,204,276,14163,1.0,False,neutral
23,1970-1974,0.005726766270502451,3.9617440225035163,1.8965127734759737,9.556195220355141,0.01616121615108565,6,79,276,14163,0.12499601456395087,False,neutral
24,1970-1974,0.37647558153823824,0.328633431085044,0.09780328834036682,2.4598483694806643,-0.007320820631836167,1,155,276,14163,1.0,False,neutral
25,1970-1974,1.0,0.945793221769856,0.4418684472206116,2.4317216616436466,-0.0010184221593926603,5,271,276,14163,1.0,False,neutral
26,1970-1974,0.4030554914337692,1.3339431872893597,0.7070111578107974,2.8217518125138525,0.007097489171110274,8,310,276,14163,1.0,False,neutral
27,1970-1974,1.0,0.9325149303251493,0.3288068689204919,4.0803637269024,-0.000520339279629408,2,110,276,14163,1.0,False,neutral
28,1970-1974,1.0,0.6482853855005754,0.19093845322344216,4.872978807322954,-0.0019547258778998557,1,79,276,14163,1.0,False,neutral
29,1970-1974,0.4147476772724953,0.0,0.018426439406586132,4.81159267342096,-0.006001553343218244,0,85,276,14163,1.0,False,neutral
30,1970-1974,0.12150453344209845,2.1777089783281736,0.9379729254022268,6.3094362747830655,0.007785135180768015,4,95,276,14163,0.8140803740620597,False,neutral
31,1970-1974,0.05505490714325797,1.66549470460085,1.0456130304993865,2.795387958930691,0.02367850707139546,17,537,276,14163,0.5269541112283262,False,neutral
32,1970-1974,0.7725500975530987,0.6596656463385919,0.23383926167980398,2.878726268981419,-0.003697632226039066,2,155,276,14163,1.0,False,neutral
33,1970-1974,0.4289321189480374,1.8357142857142856,0.5205794994378097,14.008282135085427,0.0016462061280310913,1,28,276,14163,1.0,False,neutral
34,1970-1974,1.0,0.0,0.0718697142001897,19.68698790856884,-0.0014827367083245075,0,21,276,14163,1.0,False,neutral
35,1970-1974,1.0,0.9238588893572989,0.47432364851554615,2.052876889912264,-0.00203300700846357,7,388,276,14163,1.0,False,neutral
36,1970-1974,0.0920021270757251,12.871818181818181,2.689063669412167,109.14630419188937,0.003340762366116243,1,4,276,14163,0.7705178142591977,False,neutral
37,1970-1974,1.0,,1.014510630910578,2586.391713606709,0.0,0,0,276,14163,1.0,False,neutral
38,1970-1974,1.0,0.0,0.0440342237644892,11.76236896080174,-0.0024712278472075124,0,35,276,14163,1.0,False,neutral
39,1970-1974,0.7514700306758619,1.1250501323494024,0.44883469469441223,3.796891988974802,0.0011964733583218982,3,137,276,14163,1.0,False,neutral
